date,state,industry,unemployed_thousands
2012Q2,Queensland,Manufacturing,6.33979129
2012Q2,Queensland,"Professional, Scientific and Technical Services",5.647067249999999
2012Q2,Victoria,Accommodation and Food Services,11.28128709
2012Q2,Victoria,Construction,11.61404548
2012Q2,Victoria,Education and Training,2.34890891
2012Q2,Victoria,Health Care and Social Assistance,4.68025406
2012Q2,Victoria,Manufacturing,14.43995363
2012Q2,Victoria,"Professional, Scientific and Technical Services",3.6630781
2012Q3,New South Wales,Accommodation and Food Services,15.938134499999999
2012Q3,New South Wales,Construction,6.231878419999999
2012Q3,New South Wales,Education and Training,2.62860941
2012Q3,New South Wales,Health Care and Social Assistance,11.14705961
2012Q3,New South Wales,Manufacturing,8.44736421
2012Q3,New South Wales,"Professional, Scientific and Technical Services",7.45598002
2012Q3,Queensland,Accommodation and Food Services,11.552441
2012Q3,Queensland,Construction,10.8044271
2012Q3,Queensland,Education and Training,1.99754291
2012Q3,Queensland,Health Care and Social Assistance,6.59770146
2012Q3,Queensland,Manufacturing,6.37767945
2012Q3,Queensland,"Professional, Scientific and Technical Services",4.09128982
2012Q3,Victoria,Accommodation and Food Services,11.66107826
2012Q3,Victoria,Construction,12.04765078
2012Q3,Victoria,Education and Training,4.30910294
2012Q3,Victoria,Health Care and Social Assistance,5.98801849
2012Q3,Victoria,Manufacturing,11.24019159
2012Q3,Victoria,"Professional, Scientific and Technical Services",5.16440001
2012Q4,New South Wales,Accommodation and Food Services,7.95031358
2012Q4,New South Wales,Construction,11.79113284
2012Q4,New South Wales,Education and Training,6.35062952
2012Q4,New South Wales,Health Care and Social Assistance,8.00437213
2012Q4,New South Wales,Manufacturing,8.71811018
2012Q4,New South Wales,"Professional, Scientific and Technical Services",4.26355413
2012Q4,Queensland,Accommodation and Food Services,7.5906790299999995
2012Q4,Queensland,Construction,11.81330676
2012Q4,Queensland,Education and Training,2.61249398
2012Q4,Queensland,Health Care and Social Assistance,6.28642705
2012Q4,Queensland,Manufacturing,10.07489066
2012Q4,Queensland,"Professional, Scientific and Technical Services",4.616418390000001
2012Q4,Victoria,Accommodation and Food Services,8.13314672
2012Q4,Victoria,Construction,6.93353036
2012Q4,Victoria,Education and Training,2.08530045
2012Q4,Victoria,Health Care and Social Assistance,5.76735439
2012Q4,Victoria,Manufacturing,11.972577959999999
2012Q4,Victoria,"Professional, Scientific and Technical Services",3.50724647
2013Q1,New South Wales,Accommodation and Food Services,11.83715359
2013Q1,New South Wales,Construction,13.98645146
2013Q1,New South Wales,Education and Training,10.17057434
2013Q1,New South Wales,Health Care and Social Assistance,9.041347850000001
2013Q1,New South Wales,Manufacturing,12.34255458
2013Q1,New South Wales,"Professional, Scientific and Technical Services",11.09874892
2013Q1,Queensland,Accommodation and Food Services,12.91929762
2013Q1,Queensland,Construction,12.59448327
2013Q1,Queensland,Education and Training,7.828345219999999
2013Q1,Queensland,Health Care and Social Assistance,6.60330639
2013Q1,Queensland,Manufacturing,8.40301867
2013Q1,Queensland,"Professional, Scientific and Technical Services",4.87842923
2013Q1,Victoria,Accommodation and Food Services,10.60335934
2013Q1,Victoria,Construction,12.84081072
2013Q1,Victoria,Education and Training,8.43420199
2013Q1,Victoria,Health Care and Social Assistance,7.97530673
2013Q1,Victoria,Manufacturing,9.98947645
2013Q1,Victoria,"Professional, Scientific and Technical Services",7.4022358
2013Q2,New South Wales,Accommodation and Food Services,14.74081168
2013Q2,New South Wales,Construction,10.91321493
2013Q2,New South Wales,Education and Training,8.12986866
2013Q2,New South Wales,Health Care and Social Assistance,9.43082517
2013Q2,New South Wales,Manufacturing,15.70001738
2013Q2,New South Wales,"Professional, Scientific and Technical Services",9.898374
2013Q2,Queensland,Accommodation and Food Services,14.03604971
2013Q2,Queensland,Construction,8.771794530000001
2013Q2,Queensland,Education and Training,1.61511907
2013Q2,Queensland,Health Care and Social Assistance,6.686902290000001
2013Q2,Queensland,Manufacturing,6.8431869
2013Q2,Queensland,"Professional, Scientific and Technical Services",6.080020709999999
2013Q2,Victoria,Accommodation and Food Services,7.6765473
2013Q2,Victoria,Construction,15.31728232
2013Q2,Victoria,Education and Training,5.38892293
2013Q2,Victoria,Health Care and Social Assistance,8.03271516
2013Q2,Victoria,Manufacturing,16.10911794
2013Q2,Victoria,"Professional, Scientific and Technical Services",7.74565878
2013Q3,New South Wales,Accommodation and Food Services,14.570235779999999
2013Q3,New South Wales,Construction,6.3897027600000005
2013Q3,New South Wales,Education and Training,5.8132147199999995
2013Q3,New South Wales,Health Care and Social Assistance,8.794210159999999
2013Q3,New South Wales,Manufacturing,9.74931964
2013Q3,New South Wales,"Professional, Scientific and Technical Services",9.82608428
2013Q3,Queensland,Accommodation and Food Services,10.36013756
2013Q3,Queensland,Construction,10.143931219999999
2013Q3,Queensland,Education and Training,3.70171781
2013Q3,Queensland,Health Care and Social Assistance,4.38545698
2013Q3,Queensland,Manufacturing,5.87901681
2013Q3,Queensland,"Professional, Scientific and Technical Services",2.9792981
2013Q3,Victoria,Accommodation and Food Services,7.31620299
2013Q3,Victoria,Construction,14.40985565
2013Q3,Victoria,Education and Training,3.3651831199999998
2013Q3,Victoria,Health Care and Social Assistance,7.14069557
2013Q3,Victoria,Manufacturing,15.125801670000001
2013Q3,Victoria,"Professional, Scientific and Technical Services",6.32399952
2013Q4,New South Wales,Accommodation and Food Services,14.132277980000001
2013Q4,New South Wales,Construction,10.37980283
2013Q4,New South Wales,Education and Training,5.399594390000001
2013Q4,New South Wales,Health Care and Social Assistance,5.80262967
2013Q4,New South Wales,Manufacturing,13.49057207
2013Q4,New South Wales,"Professional, Scientific and Technical Services",8.77818688
2013Q4,Queensland,Accommodation and Food Services,9.728031210000001
2013Q4,Queensland,Construction,9.640366870000001
2013Q4,Queensland,Education and Training,2.20465907
2013Q4,Queensland,Health Care and Social Assistance,6.8410035
2013Q4,Queensland,Manufacturing,6.800149800000001
2013Q4,Queensland,"Professional, Scientific and Technical Services",2.35872093
2013Q4,Victoria,Accommodation and Food Services,11.606824459999999
2013Q4,Victoria,Construction,10.44043981
2013Q4,Victoria,Education and Training,5.120252280000001
2013Q4,Victoria,Health Care and Social Assistance,7.415380320000001
2013Q4,Victoria,Manufacturing,11.57536644
2013Q4,Victoria,"Professional, Scientific and Technical Services",10.5096477
2014Q1,New South Wales,Accommodation and Food Services,20.79373866
2014Q1,New South Wales,Construction,11.40746339
2014Q1,New South Wales,Education and Training,8.34768261
2014Q1,New South Wales,Health Care and Social Assistance,8.51535849
2014Q1,New South Wales,Manufacturing,17.45614214
2014Q1,New South Wales,"Professional, Scientific and Technical Services",8.5541538
2014Q1,Queensland,Accommodation and Food Services,11.67179222
2014Q1,Queensland,Construction,12.86733026
2014Q1,Queensland,Education and Training,7.799317960000001
2014Q1,Queensland,Health Care and Social Assistance,6.929095439999999
2014Q1,Queensland,Manufacturing,9.13774041
2014Q1,Queensland,"Professional, Scientific and Technical Services",5.19269377
2014Q1,Victoria,Accommodation and Food Services,16.01250416
2014Q1,Victoria,Construction,11.93121343
2014Q1,Victoria,Education and Training,12.12934161
2014Q1,Victoria,Health Care and Social Assistance,11.525732430000001
2014Q1,Victoria,Manufacturing,13.70843608
2014Q1,Victoria,"Professional, Scientific and Technical Services",12.51551321
2014Q2,New South Wales,Accommodation and Food Services,13.96256374
2014Q2,New South Wales,Construction,10.22241131
2014Q2,New South Wales,Education and Training,5.94838644
2014Q2,New South Wales,Health Care and Social Assistance,9.523657759999999
2014Q2,New South Wales,Manufacturing,16.18439492
2014Q2,New South Wales,"Professional, Scientific and Technical Services",7.06672568
2014Q2,Queensland,Accommodation and Food Services,11.951114180000001
2014Q2,Queensland,Construction,9.52911691
2014Q2,Queensland,Education and Training,3.9767760699999997
2014Q2,Queensland,Health Care and Social Assistance,7.69948031
2014Q2,Queensland,Manufacturing,10.49702103
2014Q2,Queensland,"Professional, Scientific and Technical Services",6.614214909999999
2014Q2,Victoria,Accommodation and Food Services,14.762874850000001
2014Q2,Victoria,Construction,9.03816963
2014Q2,Victoria,Education and Training,5.07426202
2014Q2,Victoria,Health Care and Social Assistance,8.55226132
2014Q2,Victoria,Manufacturing,12.41762522
2014Q2,Victoria,"Professional, Scientific and Technical Services",7.61568088
2014Q3,New South Wales,Accommodation and Food Services,15.15627009
2014Q3,New South Wales,Construction,8.84663576
2014Q3,New South Wales,Education and Training,8.43208037
2014Q3,New South Wales,Health Care and Social Assistance,9.15535965
2014Q3,New South Wales,Manufacturing,17.66364112
2014Q3,New South Wales,"Professional, Scientific and Technical Services",8.92336947
2014Q3,Queensland,Accommodation and Food Services,17.47984278
2014Q3,Queensland,Construction,12.96069837
2014Q3,Queensland,Education and Training,2.01202406
2014Q3,Queensland,Health Care and Social Assistance,7.94616276
2014Q3,Queensland,Manufacturing,10.72257808
2014Q3,Queensland,"Professional, Scientific and Technical Services",4.18824203
2014Q3,Victoria,Accommodation and Food Services,20.59134634
2014Q3,Victoria,Construction,12.34902462
2014Q3,Victoria,Education and Training,6.0357365000000005
2014Q3,Victoria,Health Care and Social Assistance,12.48812584
2014Q3,Victoria,Manufacturing,16.567571620000002
2014Q3,Victoria,"Professional, Scientific and Technical Services",8.44970966
2014Q4,New South Wales,Accommodation and Food Services,21.121603359999998
2014Q4,New South Wales,Construction,10.515622129999999
2014Q4,New South Wales,Education and Training,6.93203667
2014Q4,New South Wales,Health Care and Social Assistance,8.62384042
2014Q4,New South Wales,Manufacturing,11.04035145
2014Q4,New South Wales,"Professional, Scientific and Technical Services",6.54670989
2014Q4,Queensland,Accommodation and Food Services,13.26216546
2014Q4,Queensland,Construction,12.772340830000001
2014Q4,Queensland,Education and Training,3.64436787
2014Q4,Queensland,Health Care and Social Assistance,8.71395664
2014Q4,Queensland,Manufacturing,7.32953607
2014Q4,Queensland,"Professional, Scientific and Technical Services",3.65257654
2014Q4,Victoria,Accommodation and Food Services,18.18134892
2014Q4,Victoria,Construction,11.57117235
2014Q4,Victoria,Education and Training,5.084045529999999
2014Q4,Victoria,Health Care and Social Assistance,10.500899440000001
2014Q4,Victoria,Manufacturing,13.902246830000001
2014Q4,Victoria,"Professional, Scientific and Technical Services",10.815346850000001
2015Q1,New South Wales,Accommodation and Food Services,23.0106595
2015Q1,New South Wales,Construction,16.364146780000002
2015Q1,New South Wales,Education and Training,12.58626333
2015Q1,New South Wales,Health Care and Social Assistance,11.39611502
2015Q1,New South Wales,Manufacturing,13.43443904
2015Q1,New South Wales,"Professional, Scientific and Technical Services",10.69598749
2015Q1,Queensland,Accommodation and Food Services,9.79856904
2015Q1,Queensland,Construction,18.30143886
2015Q1,Queensland,Education and Training,7.066586709999999
2015Q1,Queensland,Health Care and Social Assistance,9.10918929
2015Q1,Queensland,Manufacturing,11.6396915
2015Q1,Queensland,"Professional, Scientific and Technical Services",4.80705609
2015Q1,Victoria,Accommodation and Food Services,14.77299739
2015Q1,Victoria,Construction,10.53991503
2015Q1,Victoria,Education and Training,9.931181120000002
2015Q1,Victoria,Health Care and Social Assistance,8.06480506
2015Q1,Victoria,Manufacturing,12.48737531
2015Q1,Victoria,"Professional, Scientific and Technical Services",8.531941810000001
2015Q2,New South Wales,Accommodation and Food Services,17.43614021
2015Q2,New South Wales,Construction,9.86088954
2015Q2,New South Wales,Education and Training,4.9189666800000005
2015Q2,New South Wales,Health Care and Social Assistance,9.4798356
2015Q2,New South Wales,Manufacturing,10.35495877
2015Q2,New South Wales,"Professional, Scientific and Technical Services",9.06198049
2015Q2,Queensland,Accommodation and Food Services,14.15062288
2015Q2,Queensland,Construction,10.608003140000001
2015Q2,Queensland,Education and Training,3.57509427
2015Q2,Queensland,Health Care and Social Assistance,3.6130650500000003
2015Q2,Queensland,Manufacturing,11.46622724
2015Q2,Queensland,"Professional, Scientific and Technical Services",5.87059146
2015Q2,Victoria,Accommodation and Food Services,17.71078717
2015Q2,Victoria,Construction,8.48369845
2015Q2,Victoria,Education and Training,10.95000209
2015Q2,Victoria,Health Care and Social Assistance,7.8066363
2015Q2,Victoria,Manufacturing,10.893370959999999
2015Q2,Victoria,"Professional, Scientific and Technical Services",9.33949621
2015Q3,New South Wales,Accommodation and Food Services,12.73323589
2015Q3,New South Wales,Construction,13.67866204
2015Q3,New South Wales,Education and Training,5.10543633
2015Q3,New South Wales,Health Care and Social Assistance,14.24758507
2015Q3,New South Wales,Manufacturing,9.92048416
2015Q3,New South Wales,"Professional, Scientific and Technical Services",5.75754892
2015Q3,Queensland,Accommodation and Food Services,15.62610184
2015Q3,Queensland,Construction,12.13496581
2015Q3,Queensland,Education and Training,1.78314344
2015Q3,Queensland,Health Care and Social Assistance,4.0837252500000005
2015Q3,Queensland,Manufacturing,11.0741666
2015Q3,Queensland,"Professional, Scientific and Technical Services",7.0338363
2015Q3,Victoria,Accommodation and Food Services,16.47055146
2015Q3,Victoria,Construction,10.560561709999998
2015Q3,Victoria,Education and Training,8.17770338
2015Q3,Victoria,Health Care and Social Assistance,8.18326404
2015Q3,Victoria,Manufacturing,11.53072098
2015Q3,Victoria,"Professional, Scientific and Technical Services",6.00164545
2015Q4,New South Wales,Accommodation and Food Services,9.47996568
2015Q4,New South Wales,Construction,9.91757682
2015Q4,New South Wales,Education and Training,7.4790696
2015Q4,New South Wales,Health Care and Social Assistance,12.29578222
2015Q4,New South Wales,Manufacturing,8.328441
2015Q4,New South Wales,"Professional, Scientific and Technical Services",5.61734956
2015Q4,Queensland,Accommodation and Food Services,12.1719239
2015Q4,Queensland,Construction,9.02713108
2015Q4,Queensland,Education and Training,0.99626583
2015Q4,Queensland,Health Care and Social Assistance,6.4823918
2015Q4,Queensland,Manufacturing,7.702397659999999
2015Q4,Queensland,"Professional, Scientific and Technical Services",6.01982605
2015Q4,Victoria,Accommodation and Food Services,19.4534203
2015Q4,Victoria,Construction,11.27194441
2015Q4,Victoria,Education and Training,3.84016402
2015Q4,Victoria,Health Care and Social Assistance,8.53680405
2015Q4,Victoria,Manufacturing,10.82617722
2015Q4,Victoria,"Professional, Scientific and Technical Services",7.86904293
2016Q1,New South Wales,Accommodation and Food Services,22.50158962
2016Q1,New South Wales,Construction,9.76587473
2016Q1,New South Wales,Education and Training,9.00195535
2016Q1,New South Wales,Health Care and Social Assistance,8.70895307
2016Q1,New South Wales,Manufacturing,7.62935749
2016Q1,New South Wales,"Professional, Scientific and Technical Services",13.04807553
2016Q1,Queensland,Accommodation and Food Services,14.58975915
2016Q1,Queensland,Construction,9.79074717
2016Q1,Queensland,Education and Training,7.505008589999999
2016Q1,Queensland,Health Care and Social Assistance,5.51596979
2016Q1,Queensland,Manufacturing,7.760434640000001
2016Q1,Queensland,"Professional, Scientific and Technical Services",6.64050832
2016Q1,Victoria,Accommodation and Food Services,14.73939127
2016Q1,Victoria,Construction,8.84532083
2016Q1,Victoria,Education and Training,7.04743715
2016Q1,Victoria,Health Care and Social Assistance,10.779749630000001
2016Q1,Victoria,Manufacturing,13.06450639
2016Q1,Victoria,"Professional, Scientific and Technical Services",6.55822094
2016Q2,New South Wales,Accommodation and Food Services,17.30419401
2016Q2,New South Wales,Construction,13.319896
2016Q2,New South Wales,Education and Training,4.289626800000001
2016Q2,New South Wales,Health Care and Social Assistance,10.22871961
2016Q2,New South Wales,Manufacturing,10.196474850000001
2016Q2,New South Wales,"Professional, Scientific and Technical Services",6.37346403
2016Q2,Queensland,Accommodation and Food Services,14.469521700000001
2016Q2,Queensland,Construction,8.05873563
2016Q2,Queensland,Education and Training,3.70378946
2016Q2,Queensland,Health Care and Social Assistance,6.12484244
2016Q2,Queensland,Manufacturing,9.2218348
2016Q2,Queensland,"Professional, Scientific and Technical Services",6.571837990000001
2016Q2,Victoria,Accommodation and Food Services,12.70752323
2016Q2,Victoria,Construction,8.45709103
2016Q2,Victoria,Education and Training,5.600238770000001
2016Q2,Victoria,Health Care and Social Assistance,7.76652352
2016Q2,Victoria,Manufacturing,12.30098227
2016Q2,Victoria,"Professional, Scientific and Technical Services",6.29823679
2016Q3,New South Wales,Accommodation and Food Services,23.87710256
2016Q3,New South Wales,Construction,12.890852809999998
2016Q3,New South Wales,Education and Training,3.6588867899999995
2016Q3,New South Wales,Health Care and Social Assistance,8.783870669999999
2016Q3,New South Wales,Manufacturing,10.62882188
2016Q3,New South Wales,"Professional, Scientific and Technical Services",10.61143253
2016Q3,Queensland,Accommodation and Food Services,12.51701444
2016Q3,Queensland,Construction,13.37365331
2016Q3,Queensland,Education and Training,2.5959860700000004
2016Q3,Queensland,Health Care and Social Assistance,6.83268946
2016Q3,Queensland,Manufacturing,7.851331839999999
2016Q3,Queensland,"Professional, Scientific and Technical Services",7.961149110000001
2016Q3,Victoria,Accommodation and Food Services,13.04659618
2016Q3,Victoria,Construction,7.9438018800000005
2016Q3,Victoria,Education and Training,4.99421799
2016Q3,Victoria,Health Care and Social Assistance,5.802027450000001
2016Q3,Victoria,Manufacturing,12.42688163
2016Q3,Victoria,"Professional, Scientific and Technical Services",6.2784894399999995
2016Q4,New South Wales,Accommodation and Food Services,14.90695571
2016Q4,New South Wales,Construction,8.50442101
2016Q4,New South Wales,Education and Training,5.57348292
2016Q4,New South Wales,Health Care and Social Assistance,5.84912605
2016Q4,New South Wales,Manufacturing,8.52906827
2016Q4,New South Wales,"Professional, Scientific and Technical Services",11.604761700000001
2016Q4,Queensland,Accommodation and Food Services,12.09331588
2016Q4,Queensland,Construction,10.05221566
2016Q4,Queensland,Education and Training,3.5471853600000003
2016Q4,Queensland,Health Care and Social Assistance,8.87551807
2016Q4,Queensland,Manufacturing,4.04901883
2016Q4,Queensland,"Professional, Scientific and Technical Services",4.22551957
2016Q4,Victoria,Accommodation and Food Services,17.18722408
2016Q4,Victoria,Construction,10.10929601
2016Q4,Victoria,Education and Training,7.353185509999999
2016Q4,Victoria,Health Care and Social Assistance,8.27084774
2016Q4,Victoria,Manufacturing,14.838276839999999
2016Q4,Victoria,"Professional, Scientific and Technical Services",7.41837579
2017Q1,New South Wales,Accommodation and Food Services,20.376272800000002
2017Q1,New South Wales,Construction,11.26913616
2017Q1,New South Wales,Education and Training,12.04533914
2017Q1,New South Wales,Health Care and Social Assistance,8.464858849999999
2017Q1,New South Wales,Manufacturing,9.66760725
2017Q1,New South Wales,"Professional, Scientific and Technical Services",9.51099028
2017Q1,Queensland,Accommodation and Food Services,18.36317981
2017Q1,Queensland,Construction,8.749738579999999
2017Q1,Queensland,Education and Training,10.091057769999999
2017Q1,Queensland,Health Care and Social Assistance,7.38741337
2017Q1,Queensland,Manufacturing,10.97297141
2017Q1,Queensland,"Professional, Scientific and Technical Services",11.30476414
2017Q1,Victoria,Accommodation and Food Services,21.010594310000002
2017Q1,Victoria,Construction,10.80638043
2017Q1,Victoria,Education and Training,11.06364213
2017Q1,Victoria,Health Care and Social Assistance,14.002754620000001
2017Q1,Victoria,Manufacturing,10.64601586
2017Q1,Victoria,"Professional, Scientific and Technical Services",12.994873649999999
2017Q2,New South Wales,Accommodation and Food Services,13.00810202
2017Q2,New South Wales,Construction,9.54446984
2017Q2,New South Wales,Education and Training,6.66670901
2017Q2,New South Wales,Health Care and Social Assistance,6.1155793
2017Q2,New South Wales,Manufacturing,6.32914958
2017Q2,New South Wales,"Professional, Scientific and Technical Services",8.37621577
2017Q2,Queensland,Accommodation and Food Services,15.36337093
2017Q2,Queensland,Construction,8.60374852
2017Q2,Queensland,Education and Training,7.466780910000001
2017Q2,Queensland,Health Care and Social Assistance,6.05955928
2017Q2,Queensland,Manufacturing,4.96785156
2017Q2,Queensland,"Professional, Scientific and Technical Services",7.27406543
2017Q2,Victoria,Accommodation and Food Services,20.91046081
2017Q2,Victoria,Construction,6.07659236
2017Q2,Victoria,Education and Training,8.19883358
2017Q2,Victoria,Health Care and Social Assistance,6.87907225
2017Q2,Victoria,Manufacturing,9.75558786
2017Q2,Victoria,"Professional, Scientific and Technical Services",8.54343755
2017Q3,New South Wales,Accommodation and Food Services,19.15722545
2017Q3,New South Wales,Construction,13.2120959
2017Q3,New South Wales,Education and Training,5.23812805
2017Q3,New South Wales,Health Care and Social Assistance,7.10332378
2017Q3,New South Wales,Manufacturing,6.33896135
2017Q3,New South Wales,"Professional, Scientific and Technical Services",8.89308949
2017Q3,Queensland,Accommodation and Food Services,8.32573468
2017Q3,Queensland,Construction,8.08716774
2017Q3,Queensland,Education and Training,5.68468672
2017Q3,Queensland,Health Care and Social Assistance,9.65342843
2017Q3,Queensland,Manufacturing,3.34623775
2017Q3,Queensland,"Professional, Scientific and Technical Services",4.58823501
2017Q3,Victoria,Accommodation and Food Services,15.70468425
2017Q3,Victoria,Construction,8.67998887
2017Q3,Victoria,Education and Training,6.523027369999999
2017Q3,Victoria,Health Care and Social Assistance,6.30112399
2017Q3,Victoria,Manufacturing,12.402173959999999
2017Q3,Victoria,"Professional, Scientific and Technical Services",9.76094596
2017Q4,New South Wales,Accommodation and Food Services,15.559923099999999
2017Q4,New South Wales,Construction,12.657208059999999
2017Q4,New South Wales,Education and Training,5.37264982
2017Q4,New South Wales,Health Care and Social Assistance,6.49214027
2017Q4,New South Wales,Manufacturing,7.62960915
2017Q4,New South Wales,"Professional, Scientific and Technical Services",7.11902106
2017Q4,Queensland,Accommodation and Food Services,12.228637690000001
2017Q4,Queensland,Construction,9.121919029999999
2017Q4,Queensland,Education and Training,4.72050308
2017Q4,Queensland,Health Care and Social Assistance,7.2714496099999995
2017Q4,Queensland,Manufacturing,4.86108159
2017Q4,Queensland,"Professional, Scientific and Technical Services",2.1614759599999998
2017Q4,Victoria,Accommodation and Food Services,14.498155879999999
2017Q4,Victoria,Construction,5.6892551
2017Q4,Victoria,Education and Training,2.40014954
2017Q4,Victoria,Health Care and Social Assistance,7.92864481
2017Q4,Victoria,Manufacturing,11.565493120000001
2017Q4,Victoria,"Professional, Scientific and Technical Services",9.6964084
2018Q1,New South Wales,Accommodation and Food Services,19.39533268
2018Q1,New South Wales,Construction,14.34259421
2018Q1,New South Wales,Education and Training,10.94936683
2018Q1,New South Wales,Health Care and Social Assistance,8.63013155
2018Q1,New South Wales,Manufacturing,4.17575526
2018Q1,New South Wales,"Professional, Scientific and Technical Services",9.73663079
2018Q1,Queensland,Accommodation and Food Services,18.40752991
2018Q1,Queensland,Construction,11.565185069999998
2018Q1,Queensland,Education and Training,10.33048089
2018Q1,Queensland,Health Care and Social Assistance,9.08469006
2018Q1,Queensland,Manufacturing,5.29098844
2018Q1,Queensland,"Professional, Scientific and Technical Services",4.0241849499999995
2018Q1,Victoria,Accommodation and Food Services,18.672567039999997
2018Q1,Victoria,Construction,9.11999409
2018Q1,Victoria,Education and Training,9.16567462
2018Q1,Victoria,Health Care and Social Assistance,10.68885182
2018Q1,Victoria,Manufacturing,14.52017822
2018Q1,Victoria,"Professional, Scientific and Technical Services",9.56123202
2018Q2,New South Wales,Accommodation and Food Services,19.89430924
2018Q2,New South Wales,Construction,11.7176686
2018Q2,New South Wales,Education and Training,7.7779266499999995
2018Q2,New South Wales,Health Care and Social Assistance,11.46462983
2018Q2,New South Wales,Manufacturing,11.093119849999999
2018Q2,New South Wales,"Professional, Scientific and Technical Services",10.554342049999999
2018Q2,Queensland,Accommodation and Food Services,13.18563635
2018Q2,Queensland,Construction,12.15248467
2018Q2,Queensland,Education and Training,5.88960504
2018Q2,Queensland,Health Care and Social Assistance,7.7809912
2018Q2,Queensland,Manufacturing,9.684609159999999
2018Q2,Queensland,"Professional, Scientific and Technical Services",2.93304136
2018Q2,Victoria,Accommodation and Food Services,10.91573909
2018Q2,Victoria,Construction,6.66472934
2018Q2,Victoria,Education and Training,6.24630818
2018Q2,Victoria,Health Care and Social Assistance,7.94522676
2018Q2,Victoria,Manufacturing,8.37603895
2018Q2,Victoria,"Professional, Scientific and Technical Services",5.68795745
2018Q3,New South Wales,Accommodation and Food Services,19.489494800000003
2018Q3,New South Wales,Construction,9.59456913
2018Q3,New South Wales,Education and Training,7.19249631
2018Q3,New South Wales,Health Care and Social Assistance,12.53048737
2018Q3,New South Wales,Manufacturing,5.73394703
2018Q3,New South Wales,"Professional, Scientific and Technical Services",10.71877396
2018Q3,Queensland,Accommodation and Food Services,14.464980670000001
2018Q3,Queensland,Construction,13.398779520000001
2018Q3,Queensland,Education and Training,2.67074966
2018Q3,Queensland,Health Care and Social Assistance,5.5894549300000005
2018Q3,Queensland,Manufacturing,6.40901273
2018Q3,Queensland,"Professional, Scientific and Technical Services",3.9730287
2018Q3,Victoria,Accommodation and Food Services,14.82030327
2018Q3,Victoria,Construction,4.99809143
2018Q3,Victoria,Education and Training,4.9467748799999995
2018Q3,Victoria,Health Care and Social Assistance,8.708823299999999
2018Q3,Victoria,Manufacturing,13.05190306
2018Q3,Victoria,"Professional, Scientific and Technical Services",8.33864093
2018Q4,New South Wales,Accommodation and Food Services,13.08062914
2018Q4,New South Wales,Construction,16.08865157
2018Q4,New South Wales,Education and Training,4.37353706
2018Q4,New South Wales,Health Care and Social Assistance,10.74495709
2018Q4,New South Wales,Manufacturing,9.218404249999999
2018Q4,New South Wales,"Professional, Scientific and Technical Services",3.61728651
2018Q4,Queensland,Accommodation and Food Services,5.75443123
2018Q4,Queensland,Construction,9.02234937
2018Q4,Queensland,Education and Training,1.24734974
2018Q4,Queensland,Health Care and Social Assistance,4.03872717
2018Q4,Queensland,Manufacturing,12.39767895
2018Q4,Queensland,"Professional, Scientific and Technical Services",2.90152888
2018Q4,Victoria,Accommodation and Food Services,11.395187570000001
2018Q4,Victoria,Construction,6.35937874
2018Q4,Victoria,Education and Training,5.28923919
2018Q4,Victoria,Health Care and Social Assistance,7.6431524
2018Q4,Victoria,Manufacturing,11.69387581
2018Q4,Victoria,"Professional, Scientific and Technical Services",7.16418638
2019Q1,New South Wales,Accommodation and Food Services,22.81940994
2019Q1,New South Wales,Construction,14.76182284
2019Q1,New South Wales,Education and Training,7.91511985
2019Q1,New South Wales,Health Care and Social Assistance,9.24315981
2019Q1,New South Wales,Manufacturing,6.06818401
2019Q1,New South Wales,"Professional, Scientific and Technical Services",9.491373710000001
2019Q1,Queensland,Accommodation and Food Services,14.779811259999999
2019Q1,Queensland,Construction,9.71030754
2019Q1,Queensland,Education and Training,5.31780779
2019Q1,Queensland,Health Care and Social Assistance,9.07813358
2019Q1,Queensland,Manufacturing,7.2295593
2019Q1,Queensland,"Professional, Scientific and Technical Services",5.198100630000001
2019Q1,Victoria,Accommodation and Food Services,15.22770303
2019Q1,Victoria,Construction,12.00172629
2019Q1,Victoria,Education and Training,7.7126045
2019Q1,Victoria,Health Care and Social Assistance,10.7538941
2019Q1,Victoria,Manufacturing,12.0234296
2019Q1,Victoria,"Professional, Scientific and Technical Services",8.53300024
2019Q2,New South Wales,Accommodation and Food Services,14.87774812
2019Q2,New South Wales,Construction,15.43600717
2019Q2,New South Wales,Education and Training,4.19936867
2019Q2,New South Wales,Health Care and Social Assistance,4.82603378
2019Q2,New South Wales,Manufacturing,8.85779271
2019Q2,New South Wales,"Professional, Scientific and Technical Services",8.34609076
2019Q2,Queensland,Accommodation and Food Services,17.1192805
2019Q2,Queensland,Construction,10.427025579999999
2019Q2,Queensland,Education and Training,3.52876448
2019Q2,Queensland,Health Care and Social Assistance,8.349033499999999
2019Q2,Queensland,Manufacturing,9.040924989999999
2019Q2,Queensland,"Professional, Scientific and Technical Services",3.7610746199999996
2019Q2,Victoria,Accommodation and Food Services,14.925933319999999
2019Q2,Victoria,Construction,8.54778181
2019Q2,Victoria,Education and Training,4.54686918
2019Q2,Victoria,Health Care and Social Assistance,6.58416564
2019Q2,Victoria,Manufacturing,11.07084077
2019Q2,Victoria,"Professional, Scientific and Technical Services",7.54121061
2019Q3,New South Wales,Accommodation and Food Services,14.838337710000001
2019Q3,New South Wales,Construction,12.134377529999998
