date,state,industry,unemployed_thousands
1998Q1,Queensland,Health Care and Social Assistance,4.06853439
1998Q1,Queensland,Manufacturing,11.715388560000001
1998Q1,Queensland,"Professional, Scientific and Technical Services",2.40099296
1998Q1,Victoria,Accommodation and Food Services,9.6243815
1998Q1,Victoria,Construction,6.04434212
1998Q1,Victoria,Education and Training,2.87655963
1998Q1,Victoria,Health Care and Social Assistance,4.78359002
1998Q1,Victoria,Manufacturing,22.7684286
1998Q1,Victoria,"Professional, Scientific and Technical Services",3.4814859
1998Q2,New South Wales,Accommodation and Food Services,8.27493042
1998Q2,New South Wales,Construction,9.700190730000001
1998Q2,New South Wales,Education and Training,2.64378202
1998Q2,New South Wales,Health Care and Social Assistance,5.08533887
1998Q2,New South Wales,Manufacturing,16.77737243
1998Q2,New South Wales,"Professional, Scientific and Technical Services",2.7437863699999996
1998Q2,Queensland,Accommodation and Food Services,9.72525429
1998Q2,Queensland,Construction,7.11700766
1998Q2,Queensland,Education and Training,1.97194011
1998Q2,Queensland,Health Care and Social Assistance,3.3253642
1998Q2,Queensland,Manufacturing,12.95479071
1998Q2,Queensland,"Professional, Scientific and Technical Services",2.71778564
1998Q2,Victoria,Accommodation and Food Services,5.23229591
1998Q2,Victoria,Construction,8.06823543
1998Q2,Victoria,Education and Training,2.1281671099999997
1998Q2,Victoria,Health Care and Social Assistance,3.41083997
1998Q2,Victoria,Manufacturing,20.76485568
1998Q2,Victoria,"Professional, Scientific and Technical Services",2.7315459
1998Q3,New South Wales,Accommodation and Food Services,9.22990375
1998Q3,New South Wales,Construction,9.58786868
1998Q3,New South Wales,Education and Training,2.37147598
1998Q3,New South Wales,Health Care and Social Assistance,6.09972009
1998Q3,New South Wales,Manufacturing,14.91739324
1998Q3,New South Wales,"Professional, Scientific and Technical Services",2.9650517
1998Q3,Queensland,Accommodation and Food Services,7.57965544
1998Q3,Queensland,Construction,6.54510351
1998Q3,Queensland,Education and Training,1.617581
1998Q3,Queensland,Health Care and Social Assistance,2.70323844
1998Q3,Queensland,Manufacturing,14.734498499999999
1998Q3,Queensland,"Professional, Scientific and Technical Services",1.84573896
1998Q3,Victoria,Accommodation and Food Services,4.53322042
1998Q3,Victoria,Construction,5.64873285
1998Q3,Victoria,Education and Training,1.90604721
1998Q3,Victoria,Health Care and Social Assistance,3.0219846300000004
1998Q3,Victoria,Manufacturing,17.621225799999998
1998Q3,Victoria,"Professional, Scientific and Technical Services",5.5071001299999995
1998Q4,New South Wales,Accommodation and Food Services,7.76433395
1998Q4,New South Wales,Construction,7.14540506
1998Q4,New South Wales,Education and Training,1.94063717
1998Q4,New South Wales,Health Care and Social Assistance,2.1969169500000003
1998Q4,New South Wales,Manufacturing,14.903694009999999
1998Q4,New South Wales,"Professional, Scientific and Technical Services",3.4241404199999996
1998Q4,Queensland,Accommodation and Food Services,7.49716911
1998Q4,Queensland,Construction,4.87432812
1998Q4,Queensland,Education and Training,3.37397658
1998Q4,Queensland,Health Care and Social Assistance,2.3659002300000003
1998Q4,Queensland,Manufacturing,9.41748562
1998Q4,Queensland,"Professional, Scientific and Technical Services",2.99259685
1998Q4,Victoria,Accommodation and Food Services,4.78202317
1998Q4,Victoria,Construction,4.70696088
1998Q4,Victoria,Education and Training,2.20146616
1998Q4,Victoria,Health Care and Social Assistance,2.28078598
1998Q4,Victoria,Manufacturing,15.9792671
1998Q4,Victoria,"Professional, Scientific and Technical Services",2.50867492
1999Q1,New South Wales,Accommodation and Food Services,8.7967917
1999Q1,New South Wales,Construction,8.410734510000001
1999Q1,New South Wales,Education and Training,4.4165392599999995
1999Q1,New South Wales,Health Care and Social Assistance,5.48655484
1999Q1,New South Wales,Manufacturing,15.27990245
1999Q1,New South Wales,"Professional, Scientific and Technical Services",2.54429558
1999Q1,Queensland,Accommodation and Food Services,7.34144405
1999Q1,Queensland,Construction,8.220949189999999
1999Q1,Queensland,Education and Training,2.48536312
1999Q1,Queensland,Health Care and Social Assistance,4.89585463
1999Q1,Queensland,Manufacturing,8.03579856
1999Q1,Queensland,"Professional, Scientific and Technical Services",3.53717445
1999Q1,Victoria,Accommodation and Food Services,5.7296784
1999Q1,Victoria,Construction,7.17499876
1999Q1,Victoria,Education and Training,3.60163607
1999Q1,Victoria,Health Care and Social Assistance,3.50276738
1999Q1,Victoria,Manufacturing,17.67337255
1999Q1,Victoria,"Professional, Scientific and Technical Services",3.86915669
1999Q2,New South Wales,Accommodation and Food Services,7.91847246
1999Q2,New South Wales,Construction,6.98653256
1999Q2,New South Wales,Education and Training,2.0929233
1999Q2,New South Wales,Health Care and Social Assistance,5.09928759
1999Q2,New South Wales,Manufacturing,13.373634070000001
1999Q2,New South Wales,"Professional, Scientific and Technical Services",2.3640675
1999Q2,Queensland,Accommodation and Food Services,7.98417035
1999Q2,Queensland,Construction,8.466732960000002
1999Q2,Queensland,Education and Training,1.43162082
1999Q2,Queensland,Health Care and Social Assistance,4.20888462
1999Q2,Queensland,Manufacturing,10.28628801
1999Q2,Queensland,"Professional, Scientific and Technical Services",2.77629083
1999Q2,Victoria,Accommodation and Food Services,5.73393543
1999Q2,Victoria,Construction,6.72249417
1999Q2,Victoria,Education and Training,1.91083767
1999Q2,Victoria,Health Care and Social Assistance,2.71520097
1999Q2,Victoria,Manufacturing,17.9617658
1999Q2,Victoria,"Professional, Scientific and Technical Services",2.65175039
1999Q3,New South Wales,Accommodation and Food Services,9.90970067
1999Q3,New South Wales,Construction,10.95407374
1999Q3,New South Wales,Education and Training,2.62356821
1999Q3,New South Wales,Health Care and Social Assistance,4.46566852
1999Q3,New South Wales,Manufacturing,10.32067952
1999Q3,New South Wales,"Professional, Scientific and Technical Services",1.15891119
1999Q3,Queensland,Accommodation and Food Services,5.311282449999999
1999Q3,Queensland,Construction,7.79213514
1999Q3,Queensland,Education and Training,1.14127969
1999Q3,Queensland,Health Care and Social Assistance,2.49926605
1999Q3,Queensland,Manufacturing,9.844693399999999
1999Q3,Queensland,"Professional, Scientific and Technical Services",2.52339762
1999Q3,Victoria,Accommodation and Food Services,6.967630000000001
1999Q3,Victoria,Construction,6.28066645
1999Q3,Victoria,Education and Training,0.6309817499999999
1999Q3,Victoria,Health Care and Social Assistance,2.58463832
1999Q3,Victoria,Manufacturing,16.853197729999998
1999Q3,Victoria,"Professional, Scientific and Technical Services",2.58288388
1999Q4,New South Wales,Accommodation and Food Services,7.05136657
1999Q4,New South Wales,Construction,7.36594983
1999Q4,New South Wales,Education and Training,1.93414304
1999Q4,New South Wales,Health Care and Social Assistance,2.10721415
1999Q4,New South Wales,Manufacturing,9.535040740000001
1999Q4,New South Wales,"Professional, Scientific and Technical Services",2.46026057
1999Q4,Queensland,Accommodation and Food Services,5.62139024
1999Q4,Queensland,Construction,7.28827696
1999Q4,Queensland,Education and Training,1.44965407
1999Q4,Queensland,Health Care and Social Assistance,2.64300584
1999Q4,Queensland,Manufacturing,8.41377797
1999Q4,Queensland,"Professional, Scientific and Technical Services",2.24805143
1999Q4,Victoria,Accommodation and Food Services,3.72647166
1999Q4,Victoria,Construction,6.42137695
1999Q4,Victoria,Education and Training,1.62631346
1999Q4,Victoria,Health Care and Social Assistance,1.0709065
1999Q4,Victoria,Manufacturing,12.63200914
1999Q4,Victoria,"Professional, Scientific and Technical Services",1.70582172
2000Q1,New South Wales,Accommodation and Food Services,12.227201110000001
2000Q1,New South Wales,Construction,10.232488779999999
2000Q1,New South Wales,Education and Training,3.11562178
2000Q1,New South Wales,Health Care and Social Assistance,4.8079401
2000Q1,New South Wales,Manufacturing,11.798433
2000Q1,New South Wales,"Professional, Scientific and Technical Services",4.0740571999999995
2000Q1,Queensland,Accommodation and Food Services,8.330920729999999
2000Q1,Queensland,Construction,8.63089204
2000Q1,Queensland,Education and Training,3.09657083
2000Q1,Queensland,Health Care and Social Assistance,3.1369631
2000Q1,Queensland,Manufacturing,13.05467233
2000Q1,Queensland,"Professional, Scientific and Technical Services",4.22989233
2000Q1,Victoria,Accommodation and Food Services,5.84834059
2000Q1,Victoria,Construction,5.20393083
2000Q1,Victoria,Education and Training,3.26222501
2000Q1,Victoria,Health Care and Social Assistance,3.57517631
2000Q1,Victoria,Manufacturing,13.892622029999998
2000Q1,Victoria,"Professional, Scientific and Technical Services",2.62361135
2000Q2,New South Wales,Accommodation and Food Services,7.15879625
2000Q2,New South Wales,Construction,7.62289392
2000Q2,New South Wales,Education and Training,2.55917901
2000Q2,New South Wales,Health Care and Social Assistance,3.8504495600000004
2000Q2,New South Wales,Manufacturing,11.81811697
2000Q2,New South Wales,"Professional, Scientific and Technical Services",2.14328669
2000Q2,Queensland,Accommodation and Food Services,8.153647470000001
2000Q2,Queensland,Construction,8.07335102
2000Q2,Queensland,Education and Training,1.66397473
2000Q2,Queensland,Health Care and Social Assistance,2.69426677
2000Q2,Queensland,Manufacturing,10.5706501
2000Q2,Queensland,"Professional, Scientific and Technical Services",2.0419563700000003
2000Q2,Victoria,Accommodation and Food Services,4.7958121
2000Q2,Victoria,Construction,4.7540482
2000Q2,Victoria,Education and Training,1.0611731
2000Q2,Victoria,Health Care and Social Assistance,1.92052311
2000Q2,Victoria,Manufacturing,20.87894489
2000Q2,Victoria,"Professional, Scientific and Technical Services",3.0345163900000003
2000Q3,New South Wales,Accommodation and Food Services,8.583162620000001
2000Q3,New South Wales,Construction,9.83403855
2000Q3,New South Wales,Education and Training,1.83535316
2000Q3,New South Wales,Health Care and Social Assistance,3.6207901300000005
2000Q3,New South Wales,Manufacturing,12.08250526
2000Q3,New South Wales,"Professional, Scientific and Technical Services",3.35884226
2000Q3,Queensland,Accommodation and Food Services,8.88380414
2000Q3,Queensland,Construction,9.82393883
2000Q3,Queensland,Education and Training,0.8933894099999999
2000Q3,Queensland,Health Care and Social Assistance,1.82460391
2000Q3,Queensland,Manufacturing,9.35578256
2000Q3,Queensland,"Professional, Scientific and Technical Services",1.47092793
2000Q3,Victoria,Accommodation and Food Services,7.6454841600000005
2000Q3,Victoria,Construction,3.85490712
2000Q3,Victoria,Education and Training,1.32223905
2000Q3,Victoria,Health Care and Social Assistance,1.15205343
2000Q3,Victoria,Manufacturing,16.80909565
2000Q3,Victoria,"Professional, Scientific and Technical Services",2.7537563300000003
2000Q4,New South Wales,Accommodation and Food Services,5.44576711
2000Q4,New South Wales,Construction,11.32382946
2000Q4,New South Wales,Education and Training,2.48881704
2000Q4,New South Wales,Health Care and Social Assistance,3.20699086
2000Q4,New South Wales,Manufacturing,12.84031212
2000Q4,New South Wales,"Professional, Scientific and Technical Services",4.08899355
2000Q4,Queensland,Accommodation and Food Services,4.62094454
2000Q4,Queensland,Construction,9.23931185
2000Q4,Queensland,Education and Training,1.53830348
2000Q4,Queensland,Health Care and Social Assistance,2.88931558
2000Q4,Queensland,Manufacturing,10.25063997
2000Q4,Queensland,"Professional, Scientific and Technical Services",1.98842304
2000Q4,Victoria,Accommodation and Food Services,4.0915521
2000Q4,Victoria,Construction,6.1777877299999995
2000Q4,Victoria,Education and Training,1.83670578
2000Q4,Victoria,Health Care and Social Assistance,1.66592254
2000Q4,Victoria,Manufacturing,13.30805418
2000Q4,Victoria,"Professional, Scientific and Technical Services",3.96130901
2001Q1,New South Wales,Accommodation and Food Services,7.69192491
2001Q1,New South Wales,Construction,12.84466256
2001Q1,New South Wales,Education and Training,4.9566833500000005
2001Q1,New South Wales,Health Care and Social Assistance,3.95854881
2001Q1,New South Wales,Manufacturing,10.866448909999999
2001Q1,New South Wales,"Professional, Scientific and Technical Services",6.19944846
2001Q1,Queensland,Accommodation and Food Services,7.77435726
2001Q1,Queensland,Construction,11.20893858
2001Q1,Queensland,Education and Training,3.3325623
2001Q1,Queensland,Health Care and Social Assistance,4.55282652
2001Q1,Queensland,Manufacturing,13.90182267
2001Q1,Queensland,"Professional, Scientific and Technical Services",1.29947927
2001Q1,Victoria,Accommodation and Food Services,6.55887522
2001Q1,Victoria,Construction,6.798720240000001
2001Q1,Victoria,Education and Training,3.540534
2001Q1,Victoria,Health Care and Social Assistance,2.14832612
2001Q1,Victoria,Manufacturing,11.918482099999999
2001Q1,Victoria,"Professional, Scientific and Technical Services",3.64308184
2001Q2,New South Wales,Accommodation and Food Services,12.52625289
2001Q2,New South Wales,Construction,16.99882812
2001Q2,New South Wales,Education and Training,1.54579669
2001Q2,New South Wales,Health Care and Social Assistance,5.87947517
2001Q2,New South Wales,Manufacturing,10.36436696
2001Q2,New South Wales,"Professional, Scientific and Technical Services",5.8888716699999994
2001Q2,Queensland,Accommodation and Food Services,14.88282239
2001Q2,Queensland,Construction,15.69365074
2001Q2,Queensland,Education and Training,3.88484207
2001Q2,Queensland,Health Care and Social Assistance,6.36098349
2001Q2,Queensland,Manufacturing,13.754780550000001
2001Q2,Queensland,"Professional, Scientific and Technical Services",3.00621163
2001Q2,Victoria,Accommodation and Food Services,12.37148684
2001Q2,Victoria,Construction,5.37145133
2001Q2,Victoria,Education and Training,3.6214961299999997
2001Q2,Victoria,Health Care and Social Assistance,3.46813651
2001Q2,Victoria,Manufacturing,16.92769325
2001Q2,Victoria,"Professional, Scientific and Technical Services",5.21993341
2001Q3,New South Wales,Accommodation and Food Services,15.25679609
2001Q3,New South Wales,Construction,11.75089635
2001Q3,New South Wales,Education and Training,4.87313782
2001Q3,New South Wales,Health Care and Social Assistance,6.36413864
2001Q3,New South Wales,Manufacturing,14.98329151
2001Q3,New South Wales,"Professional, Scientific and Technical Services",8.850900600000001
2001Q3,Queensland,Accommodation and Food Services,10.90262878
2001Q3,Queensland,Construction,9.46957897
2001Q3,Queensland,Education and Training,2.18311683
2001Q3,Queensland,Health Care and Social Assistance,3.29631192
2001Q3,Queensland,Manufacturing,13.21966428
2001Q3,Queensland,"Professional, Scientific and Technical Services",3.76854297
2001Q3,Victoria,Accommodation and Food Services,10.4679293
2001Q3,Victoria,Construction,8.64650095
2001Q3,Victoria,Education and Training,2.7336648699999997
2001Q3,Victoria,Health Care and Social Assistance,2.99174975
2001Q3,Victoria,Manufacturing,15.25768849
2001Q3,Victoria,"Professional, Scientific and Technical Services",3.06227637
2001Q4,New South Wales,Accommodation and Food Services,15.87332735
2001Q4,New South Wales,Construction,10.744540879999999
2001Q4,New South Wales,Education and Training,3.64555589
2001Q4,New South Wales,Health Care and Social Assistance,6.73478155
2001Q4,New South Wales,Manufacturing,15.613117599999999
2001Q4,New South Wales,"Professional, Scientific and Technical Services",7.79129519
2001Q4,Queensland,Accommodation and Food Services,8.44361809
2001Q4,Queensland,Construction,8.88482313
2001Q4,Queensland,Education and Training,1.9302203100000002
2001Q4,Queensland,Health Care and Social Assistance,2.3117038
2001Q4,Queensland,Manufacturing,10.11963596
2001Q4,Queensland,"Professional, Scientific and Technical Services",3.2734155499999997
2001Q4,Victoria,Accommodation and Food Services,10.691526829999999
2001Q4,Victoria,Construction,5.05631979
2001Q4,Victoria,Education and Training,2.96835666
2001Q4,Victoria,Health Care and Social Assistance,2.98730343
2001Q4,Victoria,Manufacturing,16.03432157
2001Q4,Victoria,"Professional, Scientific and Technical Services",5.09420752
2002Q1,New South Wales,Accommodation and Food Services,13.174116419999999
2002Q1,New South Wales,Construction,11.952489420000001
2002Q1,New South Wales,Education and Training,6.77385629
2002Q1,New South Wales,Health Care and Social Assistance,8.49866362
2002Q1,New South Wales,Manufacturing,13.48421178
2002Q1,New South Wales,"Professional, Scientific and Technical Services",7.1208893600000005
2002Q1,Queensland,Accommodation and Food Services,12.51959785
2002Q1,Queensland,Construction,8.84082113
2002Q1,Queensland,Education and Training,4.26000009
2002Q1,Queensland,Health Care and Social Assistance,4.91270927
2002Q1,Queensland,Manufacturing,17.15216044
2002Q1,Queensland,"Professional, Scientific and Technical Services",3.36594364
2002Q1,Victoria,Accommodation and Food Services,14.67744372
2002Q1,Victoria,Construction,9.465859140000001
2002Q1,Victoria,Education and Training,4.63025686
2002Q1,Victoria,Health Care and Social Assistance,3.50724604
2002Q1,Victoria,Manufacturing,17.77045194
2002Q1,Victoria,"Professional, Scientific and Technical Services",6.1116978600000005
2002Q2,New South Wales,Accommodation and Food Services,13.282511620000001
2002Q2,New South Wales,Construction,10.35344418
2002Q2,New South Wales,Education and Training,2.57809435
2002Q2,New South Wales,Health Care and Social Assistance,4.49577335
2002Q2,New South Wales,Manufacturing,16.06510401
2002Q2,New South Wales,"Professional, Scientific and Technical Services",8.119727600000001
2002Q2,Queensland,Accommodation and Food Services,14.00239701
2002Q2,Queensland,Construction,8.49455303
2002Q2,Queensland,Education and Training,2.0782530699999997
2002Q2,Queensland,Health Care and Social Assistance,6.78171784
2002Q2,Queensland,Manufacturing,11.19803483
2002Q2,Queensland,"Professional, Scientific and Technical Services",3.5600383300000003
2002Q2,Victoria,Accommodation and Food Services,11.73201155
2002Q2,Victoria,Construction,7.57069976
2002Q2,Victoria,Education and Training,4.02370394
2002Q2,Victoria,Health Care and Social Assistance,3.65703398
2002Q2,Victoria,Manufacturing,12.834527510000001
2002Q2,Victoria,"Professional, Scientific and Technical Services",4.910959009999999
2002Q3,New South Wales,Accommodation and Food Services,13.3649707
2002Q3,New South Wales,Construction,7.23533595
2002Q3,New South Wales,Education and Training,4.06636378
2002Q3,New South Wales,Health Care and Social Assistance,2.85880951
2002Q3,New South Wales,Manufacturing,15.28772898
2002Q3,New South Wales,"Professional, Scientific and Technical Services",7.31207025
2002Q3,Queensland,Accommodation and Food Services,12.50951534
2002Q3,Queensland,Construction,6.41050335
2002Q3,Queensland,Education and Training,2.1475805699999997
2002Q3,Queensland,Health Care and Social Assistance,3.6483978500000003
2002Q3,Queensland,Manufacturing,9.442498689999999
2002Q3,Queensland,"Professional, Scientific and Technical Services",5.7874351200000005
2002Q3,Victoria,Accommodation and Food Services,8.59923022
2002Q3,Victoria,Construction,6.95140131
2002Q3,Victoria,Education and Training,2.00133913
2002Q3,Victoria,Health Care and Social Assistance,4.49724957
2002Q3,Victoria,Manufacturing,13.169827369999998
2002Q3,Victoria,"Professional, Scientific and Technical Services",3.68676745
2002Q4,New South Wales,Accommodation and Food Services,11.02946421
2002Q4,New South Wales,Construction,12.1641196
2002Q4,New South Wales,Education and Training,5.311842390000001
2002Q4,New South Wales,Health Care and Social Assistance,6.247093560000001
2002Q4,New South Wales,Manufacturing,12.91541705
2002Q4,New South Wales,"Professional, Scientific and Technical Services",6.402349119999999
2002Q4,Queensland,Accommodation and Food Services,9.9043475
2002Q4,Queensland,Construction,4.62981611
2002Q4,Queensland,Education and Training,1.8375164
2002Q4,Queensland,Health Care and Social Assistance,4.52154907
2002Q4,Queensland,Manufacturing,7.46887302
2002Q4,Queensland,"Professional, Scientific and Technical Services",2.82084714
2002Q4,Victoria,Accommodation and Food Services,7.134503049999999
2002Q4,Victoria,Construction,5.20846673
2002Q4,Victoria,Education and Training,3.33836377
2002Q4,Victoria,Health Care and Social Assistance,4.63372878
2002Q4,Victoria,Manufacturing,8.97618625
2002Q4,Victoria,"Professional, Scientific and Technical Services",5.132439379999999
2003Q1,New South Wales,Accommodation and Food Services,15.66889025
2003Q1,New South Wales,Construction,9.789928
2003Q1,New South Wales,Education and Training,6.4885024399999995
2003Q1,New South Wales,Health Care and Social Assistance,4.48466046
2003Q1,New South Wales,Manufacturing,12.972820839999999
2003Q1,New South Wales,"Professional, Scientific and Technical Services",7.60078883
2003Q1,Queensland,Accommodation and Food Services,13.547033670000001
2003Q1,Queensland,Construction,8.98214449
2003Q1,Queensland,Education and Training,3.2477430800000002
2003Q1,Queensland,Health Care and Social Assistance,5.23984813
2003Q1,Queensland,Manufacturing,8.98296028
2003Q1,Queensland,"Professional, Scientific and Technical Services",3.77390707
2003Q1,Victoria,Accommodation and Food Services,10.310878729999999
2003Q1,Victoria,Construction,3.77069567
2003Q1,Victoria,Education and Training,4.76913388
2003Q1,Victoria,Health Care and Social Assistance,2.30312063
2003Q1,Victoria,Manufacturing,18.5103365
2003Q1,Victoria,"Professional, Scientific and Technical Services",5.90743754
2003Q2,New South Wales,Accommodation and Food Services,12.19337492
2003Q2,New South Wales,Construction,9.85030217
2003Q2,New South Wales,Education and Training,3.8275241799999997
2003Q2,New South Wales,Health Care and Social Assistance,5.484086960000001
2003Q2,New South Wales,Manufacturing,16.09358424
2003Q2,New South Wales,"Professional, Scientific and Technical Services",6.91584985
2003Q2,Queensland,Accommodation and Food Services,10.57071133
2003Q2,Queensland,Construction,5.9992901199999995
2003Q2,Queensland,Education and Training,4.1396009
2003Q2,Queensland,Health Care and Social Assistance,5.21801989
2003Q2,Queensland,Manufacturing,9.02719895
2003Q2,Queensland,"Professional, Scientific and Technical Services",3.9123293599999998
2003Q2,Victoria,Accommodation and Food Services,9.14142842
2003Q2,Victoria,Construction,6.12048733
2003Q2,Victoria,Education and Training,3.92344645
2003Q2,Victoria,Health Care and Social Assistance,5.43229946
2003Q2,Victoria,Manufacturing,15.60068575
2003Q2,Victoria,"Professional, Scientific and Technical Services",6.13571814
2003Q3,New South Wales,Accommodation and Food Services,8.896804190000001
2003Q3,New South Wales,Construction,10.22391253
2003Q3,New South Wales,Education and Training,2.22593182
2003Q3,New South Wales,Health Care and Social Assistance,8.649828
2003Q3,New South Wales,Manufacturing,13.69629422
2003Q3,New South Wales,"Professional, Scientific and Technical Services",4.99276747
2003Q3,Queensland,Accommodation and Food Services,9.47761159
2003Q3,Queensland,Construction,4.28411954
2003Q3,Queensland,Education and Training,1.91252434
2003Q3,Queensland,Health Care and Social Assistance,3.6346572800000003
2003Q3,Queensland,Manufacturing,10.657232559999999
2003Q3,Queensland,"Professional, Scientific and Technical Services",2.7576728499999996
2003Q3,Victoria,Accommodation and Food Services,10.14326219
2003Q3,Victoria,Construction,6.98044085
2003Q3,Victoria,Education and Training,3.2799856600000004
2003Q3,Victoria,Health Care and Social Assistance,3.87982151
2003Q3,Victoria,Manufacturing,10.56236456
2003Q3,Victoria,"Professional, Scientific and Technical Services",4.69694214
2003Q4,New South Wales,Accommodation and Food Services,9.62413379
2003Q4,New South Wales,Construction,8.91943512
2003Q4,New South Wales,Education and Training,3.22594667
2003Q4,New South Wales,Health Care and Social Assistance,4.16622189
2003Q4,New South Wales,Manufacturing,12.722064079999999
2003Q4,New South Wales,"Professional, Scientific and Technical Services",4.19424986
2003Q4,Queensland,Accommodation and Food Services,10.0036764
2003Q4,Queensland,Construction,5.52361525
2003Q4,Queensland,Education and Training,4.31454136
2003Q4,Queensland,Health Care and Social Assistance,3.25993892
2003Q4,Queensland,Manufacturing,5.7723207
2003Q4,Queensland,"Professional, Scientific and Technical Services",3.11441797
2003Q4,Victoria,Accommodation and Food Services,9.32487497
2003Q4,Victoria,Construction,5.464474920000001
2003Q4,Victoria,Education and Training,1.67672169
2003Q4,Victoria,Health Care and Social Assistance,2.02542906
2003Q4,Victoria,Manufacturing,10.77362578
2003Q4,Victoria,"Professional, Scientific and Technical Services",2.9526022800000002
2004Q1,New South Wales,Accommodation and Food Services,13.80491805
2004Q1,New South Wales,Construction,11.00895955
2004Q1,New South Wales,Education and Training,7.28502344
2004Q1,New South Wales,Health Care and Social Assistance,7.7726811300000005
2004Q1,New South Wales,Manufacturing,17.91467149
2004Q1,New South Wales,"Professional, Scientific and Technical Services",5.70108584
2004Q1,Queensland,Accommodation and Food Services,15.63758749
2004Q1,Queensland,Construction,7.96472422
2004Q1,Queensland,Education and Training,5.12632552
2004Q1,Queensland,Health Care and Social Assistance,3.88073421
2004Q1,Queensland,Manufacturing,10.160223109999999
2004Q1,Queensland,"Professional, Scientific and Technical Services",2.31171797
2004Q1,Victoria,Accommodation and Food Services,12.68673979
2004Q1,Victoria,Construction,7.69866838
2004Q1,Victoria,Education and Training,5.1833696499999995
2004Q1,Victoria,Health Care and Social Assistance,4.3481216499999995
2004Q1,Victoria,Manufacturing,9.916998640000001
2004Q1,Victoria,"Professional, Scientific and Technical Services",5.688315090000001
2004Q2,New South Wales,Accommodation and Food Services,14.53273027
2004Q2,New South Wales,Construction,12.79629499
2004Q2,New South Wales,Education and Training,3.37675228
2004Q2,New South Wales,Health Care and Social Assistance,6.15959683
2004Q2,New South Wales,Manufacturing,15.69699371
2004Q2,New South Wales,"Professional, Scientific and Technical Services",4.69558551
2004Q2,Queensland,Accommodation and Food Services,10.06895057
2004Q2,Queensland,Construction,4.86346957
2004Q2,Queensland,Education and Training,2.22697181
2004Q2,Queensland,Health Care and Social Assistance,4.31082505
2004Q2,Queensland,Manufacturing,6.8297241500000005
2004Q2,Queensland,"Professional, Scientific and Technical Services",2.5526197099999997
2004Q2,Victoria,Accommodation and Food Services,10.094484940000001
2004Q2,Victoria,Construction,5.06794161
2004Q2,Victoria,Education and Training,3.1293246200000002
2004Q2,Victoria,Health Care and Social Assistance,3.85412451
2004Q2,Victoria,Manufacturing,12.692217849999999
2004Q2,Victoria,"Professional, Scientific and Technical Services",2.8088574299999998
2004Q3,New South Wales,Accommodation and Food Services,15.550898759999999
2004Q3,New South Wales,Construction,10.94434424
2004Q3,New South Wales,Education and Training,3.51595683
2004Q3,New South Wales,Health Care and Social Assistance,6.40251413
2004Q3,New South Wales,Manufacturing,12.22446343
2004Q3,New South Wales,"Professional, Scientific and Technical Services",6.25358482
2004Q3,Queensland,Accommodation and Food Services,9.85475912
2004Q3,Queensland,Construction,5.30585335
2004Q3,Queensland,Education and Training,1.5144851099999999
2004Q3,Queensland,Health Care and Social Assistance,4.39141856
2004Q3,Queensland,Manufacturing,6.83953778
2004Q3,Queensland,"Professional, Scientific and Technical Services",4.175405469999999
2004Q3,Victoria,Accommodation and Food Services,13.97628272
2004Q3,Victoria,Construction,2.57316726
2004Q3,Victoria,Education and Training,3.65359567
2004Q3,Victoria,Health Care and Social Assistance,4.41104449
2004Q3,Victoria,Manufacturing,12.78206392
2004Q3,Victoria,"Professional, Scientific and Technical Services",3.8166006099999996
2004Q4,New South Wales,Accommodation and Food Services,11.78542489
2004Q4,New South Wales,Construction,11.98507998
2004Q4,New South Wales,Education and Training,2.02927632
2004Q4,New South Wales,Health Care and Social Assistance,4.05237141
2004Q4,New South Wales,Manufacturing,10.04539776
2004Q4,New South Wales,"Professional, Scientific and Technical Services",6.84155787
2004Q4,Queensland,Accommodation and Food Services,9.50486283
2004Q4,Queensland,Construction,4.69439573
2004Q4,Queensland,Education and Training,1.7384837100000001
2004Q4,Queensland,Health Care and Social Assistance,3.58572005
2004Q4,Queensland,Manufacturing,5.4443579799999995
2004Q4,Queensland,"Professional, Scientific and Technical Services",2.5348608500000003
2004Q4,Victoria,Accommodation and Food Services,9.71470491
2004Q4,Victoria,Construction,4.9860456200000005
2004Q4,Victoria,Education and Training,2.31172585
2004Q4,Victoria,Health Care and Social Assistance,4.011368259999999
2004Q4,Victoria,Manufacturing,13.838890450000001
2004Q4,Victoria,"Professional, Scientific and Technical Services",2.41003509
2005Q1,New South Wales,Accommodation and Food Services,17.36427474
2005Q1,New South Wales,Construction,11.920762459999999
2005Q1,New South Wales,Education and Training,6.92046726
2005Q1,New South Wales,Health Care and Social Assistance,5.95770688
2005Q1,New South Wales,Manufacturing,11.13097793
2005Q1,New South Wales,"Professional, Scientific and Technical Services",5.46064496
2005Q1,Queensland,Accommodation and Food Services,9.30048584
2005Q1,Queensland,Construction,4.56351296
2005Q1,Queensland,Education and Training,4.25965978
2005Q1,Queensland,Health Care and Social Assistance,5.6551904099999994
2005Q1,Queensland,Manufacturing,6.5240829499999995
2005Q1,Queensland,"Professional, Scientific and Technical Services",2.74770299
2005Q1,Victoria,Accommodation and Food Services,9.19959019
2005Q1,Victoria,Construction,7.0938828
2005Q1,Victoria,Education and Training,5.493040110000001
2005Q1,Victoria,Health Care and Social Assistance,7.01241839
2005Q1,Victoria,Manufacturing,12.52855027
2005Q1,Victoria,"Professional, Scientific and Technical Services",4.84399939
