date,state,industry,employed_thousands
2005Q3,New South Wales,Construction,262.51029769
2005Q3,New South Wales,Education and Training,227.63180862000002
2005Q3,New South Wales,Health Care and Social Assistance,323.08491573
2005Q3,New South Wales,Manufacturing,307.49390201
2005Q3,New South Wales,"Professional, Scientific and Technical Services",248.47239858
2005Q3,Queensland,Accommodation and Food Services,109.32493477
2005Q3,Queensland,Construction,199.70638954
2005Q3,Queensland,Education and Training,156.30522584
2005Q3,Queensland,Health Care and Social Assistance,190.59354671
2005Q3,Queensland,Manufacturing,163.90895394
2005Q3,Queensland,"Professional, Scientific and Technical Services",122.02427811999999
2005Q3,Victoria,Accommodation and Food Services,122.93314081
2005Q3,Victoria,Construction,203.56064339
2005Q3,Victoria,Education and Training,180.92794788
2005Q3,Victoria,Health Care and Social Assistance,252.75196499
2005Q3,Victoria,Manufacturing,312.12552243
2005Q3,Victoria,"Professional, Scientific and Technical Services",185.63067952
2005Q4,New South Wales,Accommodation and Food Services,184.90356229999998
2005Q4,New South Wales,Construction,259.39394794
2005Q4,New South Wales,Education and Training,243.26373782
2005Q4,New South Wales,Health Care and Social Assistance,310.37972525000004
2005Q4,New South Wales,Manufacturing,313.6901913
2005Q4,New South Wales,"Professional, Scientific and Technical Services",255.07158841
2005Q4,Queensland,Accommodation and Food Services,108.20503496
2005Q4,Queensland,Construction,196.36994841
2005Q4,Queensland,Education and Training,155.50893918
2005Q4,Queensland,Health Care and Social Assistance,197.31338519
2005Q4,Queensland,Manufacturing,175.34569947
