date,state,industry,employed_thousands
1995Q1,Victoria,Accommodation and Food Services,86.42795651
1995Q1,Victoria,Construction,132.23342514
1995Q1,Victoria,Education and Training,140.37808052
1995Q1,Victoria,Health Care and Social Assistance,168.06664328
1995Q1,Victoria,Manufacturing,340.43517578
1995Q1,Victoria,"Professional, Scientific and Technical Services",123.86347246
1995Q2,New South Wales,Accommodation and Food Services,140.73813736
1995Q2,New South Wales,Construction,211.18226147
1995Q2,New South Wales,Education and Training,193.78830609
1995Q2,New South Wales,Health Care and Social Assistance,246.97995876
1995Q2,New South Wales,Manufacturing,347.36438445
1995Q2,New South Wales,"Professional, Scientific and Technical Services",153.13811226
1995Q2,Queensland,Accommodation and Food Services,80.04883988
1995Q2,Queensland,Construction,126.40226392999999
1995Q2,Queensland,Education and Training,104.47533527
1995Q2,Queensland,Health Care and Social Assistance,129.65211848
1995Q2,Queensland,Manufacturing,175.49933986
1995Q2,Queensland,"Professional, Scientific and Technical Services",78.58376801
1995Q2,Victoria,Accommodation and Food Services,82.46502196
1995Q2,Victoria,Construction,132.06577252
1995Q2,Victoria,Education and Training,150.5458174
1995Q2,Victoria,Health Care and Social Assistance,181.83820878
1995Q2,Victoria,Manufacturing,324.52854722
1995Q2,Victoria,"Professional, Scientific and Technical Services",139.0145706
1995Q3,New South Wales,Accommodation and Food Services,140.06448717
1995Q3,New South Wales,Construction,208.28825949
1995Q3,New South Wales,Education and Training,191.88829166
1995Q3,New South Wales,Health Care and Social Assistance,256.26929294
1995Q3,New South Wales,Manufacturing,351.98121239
1995Q3,New South Wales,"Professional, Scientific and Technical Services",161.17318007
1995Q3,Queensland,Accommodation and Food Services,75.66626912
1995Q3,Queensland,Construction,124.2663961
1995Q3,Queensland,Education and Training,113.86396154
1995Q3,Queensland,Health Care and Social Assistance,127.27726824
1995Q3,Queensland,Manufacturing,175.21013156
1995Q3,Queensland,"Professional, Scientific and Technical Services",76.94964812
1995Q3,Victoria,Accommodation and Food Services,92.00330327
1995Q3,Victoria,Construction,126.96178853
1995Q3,Victoria,Education and Training,152.25404195000002
1995Q3,Victoria,Health Care and Social Assistance,185.19133527
1995Q3,Victoria,Manufacturing,335.75042468
1995Q3,Victoria,"Professional, Scientific and Technical Services",137.63584383
1995Q4,New South Wales,Accommodation and Food Services,137.25240352
1995Q4,New South Wales,Construction,209.00861043
1995Q4,New South Wales,Education and Training,199.51075851000002
1995Q4,New South Wales,Health Care and Social Assistance,252.58056274999998
1995Q4,New South Wales,Manufacturing,333.24243308
1995Q4,New South Wales,"Professional, Scientific and Technical Services",161.65920404
1995Q4,Queensland,Accommodation and Food Services,84.77704109
1995Q4,Queensland,Construction,130.56512696
1995Q4,Queensland,Education and Training,110.07139038
1995Q4,Queensland,Health Care and Social Assistance,132.71545293
1995Q4,Queensland,Manufacturing,175.10354883
1995Q4,Queensland,"Professional, Scientific and Technical Services",79.23468791
1995Q4,Victoria,Accommodation and Food Services,88.22457053
1995Q4,Victoria,Construction,127.53391832999999
1995Q4,Victoria,Education and Training,144.02303634
1995Q4,Victoria,Health Care and Social Assistance,174.68051294999998
1995Q4,Victoria,Manufacturing,347.80781636
1995Q4,Victoria,"Professional, Scientific and Technical Services",145.15108145
1996Q1,New South Wales,Accommodation and Food Services,133.44043597
1996Q1,New South Wales,Construction,210.76325563
1996Q1,New South Wales,Education and Training,187.40477743000002
1996Q1,New South Wales,Health Care and Social Assistance,247.62400851
1996Q1,New South Wales,Manufacturing,338.6758369
1996Q1,New South Wales,"Professional, Scientific and Technical Services",167.24371373
1996Q1,Queensland,Accommodation and Food Services,79.70245608
1996Q1,Queensland,Construction,126.54670666999999
1996Q1,Queensland,Education and Training,103.57725028
1996Q1,Queensland,Health Care and Social Assistance,137.71213298
1996Q1,Queensland,Manufacturing,174.33477636
1996Q1,Queensland,"Professional, Scientific and Technical Services",80.48131865
1996Q1,Victoria,Accommodation and Food Services,85.2147438
1996Q1,Victoria,Construction,131.35488819
1996Q1,Victoria,Education and Training,137.66806089
1996Q1,Victoria,Health Care and Social Assistance,174.15146899
1996Q1,Victoria,Manufacturing,337.98398828
1996Q1,Victoria,"Professional, Scientific and Technical Services",139.78570553
1996Q2,New South Wales,Accommodation and Food Services,133.9680924
1996Q2,New South Wales,Construction,202.18131153
1996Q2,New South Wales,Education and Training,206.91696423
1996Q2,New South Wales,Health Care and Social Assistance,248.92703324000001
1996Q2,New South Wales,Manufacturing,337.03500780999997
1996Q2,New South Wales,"Professional, Scientific and Technical Services",177.45447087
1996Q2,Queensland,Accommodation and Food Services,79.75090828
1996Q2,Queensland,Construction,120.54087362
1996Q2,Queensland,Education and Training,114.50596555
1996Q2,Queensland,Health Care and Social Assistance,138.97025656
1996Q2,Queensland,Manufacturing,165.54705688
1996Q2,Queensland,"Professional, Scientific and Technical Services",79.99451309999999
1996Q2,Victoria,Accommodation and Food Services,100.67895347
1996Q2,Victoria,Construction,137.2044187
1996Q2,Victoria,Education and Training,138.57048577
1996Q2,Victoria,Health Care and Social Assistance,183.42215365
1996Q2,Victoria,Manufacturing,349.6499593
1996Q2,Victoria,"Professional, Scientific and Technical Services",139.64212756
1996Q3,New South Wales,Accommodation and Food Services,134.79055628999998
1996Q3,New South Wales,Construction,205.68753366
1996Q3,New South Wales,Education and Training,206.33066636
1996Q3,New South Wales,Health Care and Social Assistance,238.85859808
1996Q3,New South Wales,Manufacturing,354.00260048
1996Q3,New South Wales,"Professional, Scientific and Technical Services",180.67599882000002
1996Q3,Queensland,Accommodation and Food Services,87.1084267
1996Q3,Queensland,Construction,125.975975
1996Q3,Queensland,Education and Training,109.47501284
1996Q3,Queensland,Health Care and Social Assistance,140.09833124
1996Q3,Queensland,Manufacturing,156.11287733999998
1996Q3,Queensland,"Professional, Scientific and Technical Services",82.46447667
1996Q3,Victoria,Accommodation and Food Services,91.48230473999999
1996Q3,Victoria,Construction,133.94709382
1996Q3,Victoria,Education and Training,142.52135502000002
1996Q3,Victoria,Health Care and Social Assistance,184.9525597
1996Q3,Victoria,Manufacturing,350.72951476
1996Q3,Victoria,"Professional, Scientific and Technical Services",140.66680763
1996Q4,New South Wales,Accommodation and Food Services,140.4814333
1996Q4,New South Wales,Construction,183.82213865
1996Q4,New South Wales,Education and Training,202.90160708
1996Q4,New South Wales,Health Care and Social Assistance,261.53639646
1996Q4,New South Wales,Manufacturing,367.82810228
1996Q4,New South Wales,"Professional, Scientific and Technical Services",169.86519102
1996Q4,Queensland,Accommodation and Food Services,91.13705067000001
1996Q4,Queensland,Construction,126.97418735
1996Q4,Queensland,Education and Training,108.84495858999999
1996Q4,Queensland,Health Care and Social Assistance,146.74468707
1996Q4,Queensland,Manufacturing,159.57167739
1996Q4,Queensland,"Professional, Scientific and Technical Services",84.54949447999999
1996Q4,Victoria,Accommodation and Food Services,96.26558791000001
1996Q4,Victoria,Construction,132.98018552
1996Q4,Victoria,Education and Training,146.03480112999998
1996Q4,Victoria,Health Care and Social Assistance,184.23898395
1996Q4,Victoria,Manufacturing,347.34709349
1996Q4,Victoria,"Professional, Scientific and Technical Services",137.00333002
1997Q1,New South Wales,Accommodation and Food Services,149.86136252
1997Q1,New South Wales,Construction,195.98536999
1997Q1,New South Wales,Education and Training,185.24701429
1997Q1,New South Wales,Health Care and Social Assistance,245.95817376
1997Q1,New South Wales,Manufacturing,363.95998705
1997Q1,New South Wales,"Professional, Scientific and Technical Services",175.13066328
1997Q1,Queensland,Accommodation and Food Services,91.21283305
1997Q1,Queensland,Construction,123.98399397
1997Q1,Queensland,Education and Training,106.4069693
1997Q1,Queensland,Health Care and Social Assistance,136.14893126
1997Q1,Queensland,Manufacturing,163.58827604
1997Q1,Queensland,"Professional, Scientific and Technical Services",83.00563971
1997Q1,Victoria,Accommodation and Food Services,88.08692205
1997Q1,Victoria,Construction,121.09409291
1997Q1,Victoria,Education and Training,137.45494892000002
1997Q1,Victoria,Health Care and Social Assistance,183.55497789
1997Q1,Victoria,Manufacturing,341.69240049
1997Q1,Victoria,"Professional, Scientific and Technical Services",134.95717219
1997Q2,New South Wales,Accommodation and Food Services,158.52685723
1997Q2,New South Wales,Construction,190.79888918
1997Q2,New South Wales,Education and Training,198.69987461
1997Q2,New South Wales,Health Care and Social Assistance,255.79394488
1997Q2,New South Wales,Manufacturing,361.87519242
1997Q2,New South Wales,"Professional, Scientific and Technical Services",178.84442163
1997Q2,Queensland,Accommodation and Food Services,87.86982557
1997Q2,Queensland,Construction,120.15825565
1997Q2,Queensland,Education and Training,116.43183293
1997Q2,Queensland,Health Care and Social Assistance,142.86034844
1997Q2,Queensland,Manufacturing,172.38724173
1997Q2,Queensland,"Professional, Scientific and Technical Services",77.52821541
1997Q2,Victoria,Accommodation and Food Services,97.10523054
1997Q2,Victoria,Construction,118.70734526
1997Q2,Victoria,Education and Training,141.12257514
1997Q2,Victoria,Health Care and Social Assistance,178.66642430000002
1997Q2,Victoria,Manufacturing,337.62260703
1997Q2,Victoria,"Professional, Scientific and Technical Services",148.36533198
1997Q3,New South Wales,Accommodation and Food Services,144.14584729999999
1997Q3,New South Wales,Construction,180.25537633
1997Q3,New South Wales,Education and Training,197.82661877
1997Q3,New South Wales,Health Care and Social Assistance,258.61145270000003
1997Q3,New South Wales,Manufacturing,383.17392999
1997Q3,New South Wales,"Professional, Scientific and Technical Services",180.15766246
1997Q3,Queensland,Accommodation and Food Services,88.21359145
1997Q3,Queensland,Construction,116.70225036
1997Q3,Queensland,Education and Training,115.83063767
1997Q3,Queensland,Health Care and Social Assistance,145.778285
1997Q3,Queensland,Manufacturing,169.19013778
1997Q3,Queensland,"Professional, Scientific and Technical Services",87.52894776
1997Q3,Victoria,Accommodation and Food Services,95.28275325999999
1997Q3,Victoria,Construction,125.65211552
1997Q3,Victoria,Education and Training,143.39206048
1997Q3,Victoria,Health Care and Social Assistance,181.70342432
1997Q3,Victoria,Manufacturing,331.64523874
1997Q3,Victoria,"Professional, Scientific and Technical Services",157.75066127
1997Q4,New South Wales,Accommodation and Food Services,142.74294316
1997Q4,New South Wales,Construction,204.80468559
1997Q4,New South Wales,Education and Training,193.51160116
1997Q4,New South Wales,Health Care and Social Assistance,272.81408545
1997Q4,New South Wales,Manufacturing,372.53473987
1997Q4,New South Wales,"Professional, Scientific and Technical Services",176.9907407
1997Q4,Queensland,Accommodation and Food Services,98.36526036000001
1997Q4,Queensland,Construction,120.85935448
1997Q4,Queensland,Education and Training,113.79643394
1997Q4,Queensland,Health Care and Social Assistance,144.61297362
1997Q4,Queensland,Manufacturing,165.54158012
1997Q4,Queensland,"Professional, Scientific and Technical Services",92.49037574
1997Q4,Victoria,Accommodation and Food Services,95.41910969
1997Q4,Victoria,Construction,130.85785762999998
1997Q4,Victoria,Education and Training,147.41010652
1997Q4,Victoria,Health Care and Social Assistance,190.18789721
1997Q4,Victoria,Manufacturing,345.42478346
1997Q4,Victoria,"Professional, Scientific and Technical Services",155.89483455
1998Q1,New South Wales,Accommodation and Food Services,135.97226815
1998Q1,New South Wales,Construction,204.84796347
1998Q1,New South Wales,Education and Training,180.14628808999998
1998Q1,New South Wales,Health Care and Social Assistance,265.67360663
1998Q1,New South Wales,Manufacturing,346.71459098
1998Q1,New South Wales,"Professional, Scientific and Technical Services",186.34608865
1998Q1,Queensland,Accommodation and Food Services,90.98802895
1998Q1,Queensland,Construction,125.67148419
1998Q1,Queensland,Education and Training,111.72383338
1998Q1,Queensland,Health Care and Social Assistance,145.28634943
1998Q1,Queensland,Manufacturing,169.33259724
1998Q1,Queensland,"Professional, Scientific and Technical Services",93.88902479000001
1998Q1,Victoria,Accommodation and Food Services,90.39468707
1998Q1,Victoria,Construction,136.71224152
1998Q1,Victoria,Education and Training,140.61977313
1998Q1,Victoria,Health Care and Social Assistance,194.16879159
1998Q1,Victoria,Manufacturing,333.18345436
1998Q1,Victoria,"Professional, Scientific and Technical Services",158.82183674
1998Q2,New South Wales,Accommodation and Food Services,140.64961687
1998Q2,New South Wales,Construction,209.46742235
1998Q2,New South Wales,Education and Training,198.73049966
1998Q2,New South Wales,Health Care and Social Assistance,264.78761446
1998Q2,New South Wales,Manufacturing,334.95850757
1998Q2,New South Wales,"Professional, Scientific and Technical Services",185.20880866
1998Q2,Queensland,Accommodation and Food Services,95.99968952
1998Q2,Queensland,Construction,126.04848373
1998Q2,Queensland,Education and Training,122.45077601
1998Q2,Queensland,Health Care and Social Assistance,152.5263111
1998Q2,Queensland,Manufacturing,162.55141826
1998Q2,Queensland,"Professional, Scientific and Technical Services",87.14304066
1998Q2,Victoria,Accommodation and Food Services,95.55567375
1998Q2,Victoria,Construction,139.77039551000001
1998Q2,Victoria,Education and Training,149.20025608
1998Q2,Victoria,Health Care and Social Assistance,199.12196771
1998Q2,Victoria,Manufacturing,323.63520459
1998Q2,Victoria,"Professional, Scientific and Technical Services",155.06382574
1998Q3,New South Wales,Accommodation and Food Services,147.43882646999998
1998Q3,New South Wales,Construction,217.53183006
1998Q3,New South Wales,Education and Training,204.61150392
1998Q3,New South Wales,Health Care and Social Assistance,251.2079856
1998Q3,New South Wales,Manufacturing,345.72823507
1998Q3,New South Wales,"Professional, Scientific and Technical Services",188.78192863
1998Q3,Queensland,Accommodation and Food Services,91.00431388
1998Q3,Queensland,Construction,126.23713138
1998Q3,Queensland,Education and Training,122.32676897
1998Q3,Queensland,Health Care and Social Assistance,157.46172780999999
1998Q3,Queensland,Manufacturing,169.21573437
1998Q3,Queensland,"Professional, Scientific and Technical Services",83.82740251999999
1998Q3,Victoria,Accommodation and Food Services,102.0943383
1998Q3,Victoria,Construction,142.33902469
1998Q3,Victoria,Education and Training,140.28787929
1998Q3,Victoria,Health Care and Social Assistance,196.09927514
1998Q3,Victoria,Manufacturing,324.96935576
1998Q3,Victoria,"Professional, Scientific and Technical Services",160.65082098
1998Q4,New South Wales,Accommodation and Food Services,141.07803803
1998Q4,New South Wales,Construction,216.11772554
1998Q4,New South Wales,Education and Training,205.45187092999998
1998Q4,New South Wales,Health Care and Social Assistance,257.23658876
1998Q4,New South Wales,Manufacturing,332.91677461
1998Q4,New South Wales,"Professional, Scientific and Technical Services",191.39010507
1998Q4,Queensland,Accommodation and Food Services,93.21057461000001
1998Q4,Queensland,Construction,137.00031184
1998Q4,Queensland,Education and Training,121.14670982
1998Q4,Queensland,Health Care and Social Assistance,155.8906716
1998Q4,Queensland,Manufacturing,172.50089668
1998Q4,Queensland,"Professional, Scientific and Technical Services",85.10792123
1998Q4,Victoria,Accommodation and Food Services,106.84619845
1998Q4,Victoria,Construction,146.10973715
1998Q4,Victoria,Education and Training,136.15747007
1998Q4,Victoria,Health Care and Social Assistance,202.88294385999998
1998Q4,Victoria,Manufacturing,315.88801179
1998Q4,Victoria,"Professional, Scientific and Technical Services",158.11420207
1999Q1,New South Wales,Accommodation and Food Services,147.9882719
1999Q1,New South Wales,Construction,207.470702
1999Q1,New South Wales,Education and Training,210.29549788000003
1999Q1,New South Wales,Health Care and Social Assistance,278.46616556
1999Q1,New South Wales,Manufacturing,324.3949382
1999Q1,New South Wales,"Professional, Scientific and Technical Services",199.74794036
1999Q1,Queensland,Accommodation and Food Services,84.61084553
1999Q1,Queensland,Construction,133.73249629
1999Q1,Queensland,Education and Training,113.39916125
1999Q1,Queensland,Health Care and Social Assistance,151.29225528999999
1999Q1,Queensland,Manufacturing,164.18039348
1999Q1,Queensland,"Professional, Scientific and Technical Services",85.88728513
1999Q1,Victoria,Accommodation and Food Services,97.41224998000001
1999Q1,Victoria,Construction,137.33091511
1999Q1,Victoria,Education and Training,129.0117742
1999Q1,Victoria,Health Care and Social Assistance,205.16776298
1999Q1,Victoria,Manufacturing,335.57389981
1999Q1,Victoria,"Professional, Scientific and Technical Services",146.71900657999998
1999Q2,New South Wales,Accommodation and Food Services,151.93458714000002
1999Q2,New South Wales,Construction,214.36012858
1999Q2,New South Wales,Education and Training,217.33735781
1999Q2,New South Wales,Health Care and Social Assistance,283.51978510000004
1999Q2,New South Wales,Manufacturing,325.01438949
1999Q2,New South Wales,"Professional, Scientific and Technical Services",207.55494414999998
1999Q2,Queensland,Accommodation and Food Services,97.50829965
1999Q2,Queensland,Construction,137.01221611
1999Q2,Queensland,Education and Training,113.0689529
1999Q2,Queensland,Health Care and Social Assistance,150.69680644
1999Q2,Queensland,Manufacturing,164.80474876
1999Q2,Queensland,"Professional, Scientific and Technical Services",85.29626977
1999Q2,Victoria,Accommodation and Food Services,103.92566332999999
1999Q2,Victoria,Construction,143.18247055
1999Q2,Victoria,Education and Training,151.84701062
1999Q2,Victoria,Health Care and Social Assistance,188.12111274
1999Q2,Victoria,Manufacturing,324.21696321
1999Q2,Victoria,"Professional, Scientific and Technical Services",151.00415525
1999Q3,New South Wales,Accommodation and Food Services,145.88363965
1999Q3,New South Wales,Construction,234.37920763
1999Q3,New South Wales,Education and Training,216.56346098
1999Q3,New South Wales,Health Care and Social Assistance,278.34032087
1999Q3,New South Wales,Manufacturing,326.38789562
1999Q3,New South Wales,"Professional, Scientific and Technical Services",190.50759819
1999Q3,Queensland,Accommodation and Food Services,90.83656772
1999Q3,Queensland,Construction,135.45043931
1999Q3,Queensland,Education and Training,116.23666403
1999Q3,Queensland,Health Care and Social Assistance,142.45310136999998
1999Q3,Queensland,Manufacturing,165.164346
1999Q3,Queensland,"Professional, Scientific and Technical Services",80.93739583
1999Q3,Victoria,Accommodation and Food Services,100.98751462999999
1999Q3,Victoria,Construction,148.48834063
1999Q3,Victoria,Education and Training,156.03235297999998
1999Q3,Victoria,Health Care and Social Assistance,174.31492211
1999Q3,Victoria,Manufacturing,315.25392934
1999Q3,Victoria,"Professional, Scientific and Technical Services",166.28933832
1999Q4,New South Wales,Accommodation and Food Services,158.47682196
1999Q4,New South Wales,Construction,253.40706668
1999Q4,New South Wales,Education and Training,205.27916335999998
1999Q4,New South Wales,Health Care and Social Assistance,281.74312983
1999Q4,New South Wales,Manufacturing,326.43548732
1999Q4,New South Wales,"Professional, Scientific and Technical Services",204.06853625
1999Q4,Queensland,Accommodation and Food Services,95.26297723
1999Q4,Queensland,Construction,141.42002361000002
1999Q4,Queensland,Education and Training,113.2520016
1999Q4,Queensland,Health Care and Social Assistance,154.95518022
1999Q4,Queensland,Manufacturing,162.12634477
1999Q4,Queensland,"Professional, Scientific and Technical Services",95.02769995999999
1999Q4,Victoria,Accommodation and Food Services,102.62531437000001
1999Q4,Victoria,Construction,152.28434674
1999Q4,Victoria,Education and Training,151.76840563
1999Q4,Victoria,Health Care and Social Assistance,185.12085297
1999Q4,Victoria,Manufacturing,327.78029231
1999Q4,Victoria,"Professional, Scientific and Technical Services",158.54009769
2000Q1,New South Wales,Accommodation and Food Services,150.1961258
2000Q1,New South Wales,Construction,239.35789666
2000Q1,New South Wales,Education and Training,188.04974162
2000Q1,New South Wales,Health Care and Social Assistance,277.2422856
2000Q1,New South Wales,Manufacturing,324.15636995
2000Q1,New South Wales,"Professional, Scientific and Technical Services",207.81514483
2000Q1,Queensland,Accommodation and Food Services,102.33462496000001
2000Q1,Queensland,Construction,140.20458894
2000Q1,Queensland,Education and Training,102.26012982
2000Q1,Queensland,Health Care and Social Assistance,153.81488408
2000Q1,Queensland,Manufacturing,163.4354294
2000Q1,Queensland,"Professional, Scientific and Technical Services",91.71202886
2000Q1,Victoria,Accommodation and Food Services,98.41674991
2000Q1,Victoria,Construction,152.44034569000002
2000Q1,Victoria,Education and Training,145.83379245
2000Q1,Victoria,Health Care and Social Assistance,197.37720033
2000Q1,Victoria,Manufacturing,337.81864132
2000Q1,Victoria,"Professional, Scientific and Technical Services",153.75044927
2000Q2,New South Wales,Accommodation and Food Services,158.99325465
2000Q2,New South Wales,Construction,239.49550777000002
2000Q2,New South Wales,Education and Training,209.74809254
2000Q2,New South Wales,Health Care and Social Assistance,287.42946822
2000Q2,New South Wales,Manufacturing,353.60941445
2000Q2,New South Wales,"Professional, Scientific and Technical Services",208.81943311
2000Q2,Queensland,Accommodation and Food Services,99.19231043
2000Q2,Queensland,Construction,140.98166583
2000Q2,Queensland,Education and Training,114.03557662000001
2000Q2,Queensland,Health Care and Social Assistance,161.99322491
2000Q2,Queensland,Manufacturing,178.13772546
2000Q2,Queensland,"Professional, Scientific and Technical Services",95.65618167
2000Q2,Victoria,Accommodation and Food Services,113.59269022000001
2000Q2,Victoria,Construction,152.86088099
2000Q2,Victoria,Education and Training,150.22202298
2000Q2,Victoria,Health Care and Social Assistance,201.92108742
2000Q2,Victoria,Manufacturing,344.73003601
2000Q2,Victoria,"Professional, Scientific and Technical Services",153.71874471
2000Q3,New South Wales,Accommodation and Food Services,146.80148361
2000Q3,New South Wales,Construction,248.69005835000002
2000Q3,New South Wales,Education and Training,209.32071359000003
2000Q3,New South Wales,Health Care and Social Assistance,272.18340651
2000Q3,New South Wales,Manufacturing,340.12659009
2000Q3,New South Wales,"Professional, Scientific and Technical Services",219.28589802
2000Q3,Queensland,Accommodation and Food Services,107.999292
2000Q3,Queensland,Construction,140.40984878
2000Q3,Queensland,Education and Training,121.96965110999999
2000Q3,Queensland,Health Care and Social Assistance,167.01306498
2000Q3,Queensland,Manufacturing,175.7192115
2000Q3,Queensland,"Professional, Scientific and Technical Services",92.03091773999999
2000Q3,Victoria,Accommodation and Food Services,109.22014646
2000Q3,Victoria,Construction,155.05398248
2000Q3,Victoria,Education and Training,161.3451051
2000Q3,Victoria,Health Care and Social Assistance,212.13739944
2000Q3,Victoria,Manufacturing,347.41820153
2000Q3,Victoria,"Professional, Scientific and Technical Services",155.07775800000002
2000Q4,New South Wales,Accommodation and Food Services,162.96510453000002
2000Q4,New South Wales,Construction,234.11617345
2000Q4,New South Wales,Education and Training,216.41297735
2000Q4,New South Wales,Health Care and Social Assistance,268.10385821
2000Q4,New South Wales,Manufacturing,322.34486672
2000Q4,New South Wales,"Professional, Scientific and Technical Services",222.89339714
2000Q4,Queensland,Accommodation and Food Services,106.75059911
2000Q4,Queensland,Construction,127.58590671
2000Q4,Queensland,Education and Training,117.56490011999999
2000Q4,Queensland,Health Care and Social Assistance,166.7774507
2000Q4,Queensland,Manufacturing,169.81164744
2000Q4,Queensland,"Professional, Scientific and Technical Services",96.8387553
2000Q4,Victoria,Accommodation and Food Services,121.49949873
2000Q4,Victoria,Construction,161.4176157
2000Q4,Victoria,Education and Training,149.69137012
2000Q4,Victoria,Health Care and Social Assistance,202.85266406
2000Q4,Victoria,Manufacturing,351.34946253
2000Q4,Victoria,"Professional, Scientific and Technical Services",158.63171711
2001Q1,New South Wales,Accommodation and Food Services,162.67695362
2001Q1,New South Wales,Construction,211.03278685
2001Q1,New South Wales,Education and Training,193.09211726
2001Q1,New South Wales,Health Care and Social Assistance,285.77121268
2001Q1,New South Wales,Manufacturing,343.17966406
2001Q1,New South Wales,"Professional, Scientific and Technical Services",240.00377886
2001Q1,Queensland,Accommodation and Food Services,98.85935459000001
2001Q1,Queensland,Construction,131.44236764
2001Q1,Queensland,Education and Training,117.15017732999999
2001Q1,Queensland,Health Care and Social Assistance,162.25511646
2001Q1,Queensland,Manufacturing,173.43336615
2001Q1,Queensland,"Professional, Scientific and Technical Services",97.7844421
2001Q1,Victoria,Accommodation and Food Services,115.88102449000002
2001Q1,Victoria,Construction,154.49955957
2001Q1,Victoria,Education and Training,146.14844265
2001Q1,Victoria,Health Care and Social Assistance,222.77319888
2001Q1,Victoria,Manufacturing,341.81896762
2001Q1,Victoria,"Professional, Scientific and Technical Services",167.73502967
2001Q2,New South Wales,Accommodation and Food Services,156.50522323
2001Q2,New South Wales,Construction,224.70420079000002
2001Q2,New South Wales,Education and Training,203.79851919
2001Q2,New South Wales,Health Care and Social Assistance,306.47028705
2001Q2,New South Wales,Manufacturing,334.72035278
2001Q2,New South Wales,"Professional, Scientific and Technical Services",233.67851869999998
2001Q2,Queensland,Accommodation and Food Services,102.14752651
2001Q2,Queensland,Construction,133.62592512
2001Q2,Queensland,Education and Training,129.89239153
2001Q2,Queensland,Health Care and Social Assistance,158.76331144
2001Q2,Queensland,Manufacturing,164.92483418
2001Q2,Queensland,"Professional, Scientific and Technical Services",93.78568007
2001Q2,Victoria,Accommodation and Food Services,106.51755753999998
2001Q2,Victoria,Construction,149.26143903
2001Q2,Victoria,Education and Training,156.34767478
2001Q2,Victoria,Health Care and Social Assistance,221.00411434
2001Q2,Victoria,Manufacturing,342.2223278
2001Q2,Victoria,"Professional, Scientific and Technical Services",162.36844389
2001Q3,New South Wales,Accommodation and Food Services,159.24474222
2001Q3,New South Wales,Construction,221.16992375
2001Q3,New South Wales,Education and Training,215.45271721
2001Q3,New South Wales,Health Care and Social Assistance,294.67971141
2001Q3,New South Wales,Manufacturing,314.78423388
2001Q3,New South Wales,"Professional, Scientific and Technical Services",221.0042936
2001Q3,Queensland,Accommodation and Food Services,108.73076934000001
2001Q3,Queensland,Construction,138.29616035
2001Q3,Queensland,Education and Training,129.0273043
2001Q3,Queensland,Health Care and Social Assistance,155.07242682
2001Q3,Queensland,Manufacturing,167.3698582
2001Q3,Queensland,"Professional, Scientific and Technical Services",88.96975180999999
2001Q3,Victoria,Accommodation and Food Services,102.97873877
2001Q3,Victoria,Construction,152.1147574
2001Q3,Victoria,Education and Training,168.04051241
2001Q3,Victoria,Health Care and Social Assistance,217.30936635999998
2001Q3,Victoria,Manufacturing,337.46312392
2001Q3,Victoria,"Professional, Scientific and Technical Services",156.33024562
2001Q4,New South Wales,Accommodation and Food Services,152.19263361
2001Q4,New South Wales,Construction,237.11964392
2001Q4,New South Wales,Education and Training,218.88978953
2001Q4,New South Wales,Health Care and Social Assistance,304.24600771
2001Q4,New South Wales,Manufacturing,319.16284315
2001Q4,New South Wales,"Professional, Scientific and Technical Services",214.52829456
2001Q4,Queensland,Accommodation and Food Services,118.56995554
2001Q4,Queensland,Construction,133.84366768
2001Q4,Queensland,Education and Training,127.27501457
2001Q4,Queensland,Health Care and Social Assistance,160.45517519
2001Q4,Queensland,Manufacturing,172.54344729
2001Q4,Queensland,"Professional, Scientific and Technical Services",91.03330116000001
2001Q4,Victoria,Accommodation and Food Services,103.57768894
2001Q4,Victoria,Construction,174.88555644000002
2001Q4,Victoria,Education and Training,166.84987043
2001Q4,Victoria,Health Care and Social Assistance,223.03777565000001
2001Q4,Victoria,Manufacturing,335.19062774
2001Q4,Victoria,"Professional, Scientific and Technical Services",146.11905353
2002Q1,New South Wales,Accommodation and Food Services,178.55148476
2002Q1,New South Wales,Construction,236.17129059
2002Q1,New South Wales,Education and Training,203.91692599
2002Q1,New South Wales,Health Care and Social Assistance,307.14576028
2002Q1,New South Wales,Manufacturing,319.4777032
2002Q1,New South Wales,"Professional, Scientific and Technical Services",226.24863508
2002Q1,Queensland,Accommodation and Food Services,112.34080552
2002Q1,Queensland,Construction,129.85004964
2002Q1,Queensland,Education and Training,114.35294308
2002Q1,Queensland,Health Care and Social Assistance,165.37902043
2002Q1,Queensland,Manufacturing,182.31514684
2002Q1,Queensland,"Professional, Scientific and Technical Services",90.68051647
2002Q1,Victoria,Accommodation and Food Services,105.25625798
2002Q1,Victoria,Construction,179.35771394
2002Q1,Victoria,Education and Training,162.75888367
2002Q1,Victoria,Health Care and Social Assistance,220.21413246
2002Q1,Victoria,Manufacturing,323.97747213
2002Q1,Victoria,"Professional, Scientific and Technical Services",162.15171206
2002Q2,New South Wales,Accommodation and Food Services,175.47379396
2002Q2,New South Wales,Construction,231.40894188
2002Q2,New South Wales,Education and Training,213.98181358
2002Q2,New South Wales,Health Care and Social Assistance,307.21551426999997
2002Q2,New South Wales,Manufacturing,335.34630626
2002Q2,New South Wales,"Professional, Scientific and Technical Services",227.6853055
2002Q2,Queensland,Accommodation and Food Services,112.0850198
2002Q2,Queensland,Construction,133.29343953
2002Q2,Queensland,Education and Training,128.73391247
