date,state,industry,employed_thousands
Aug-2000,Victoria,Manufacturing,347.4
Nov-2000,Victoria,Manufacturing,351.3
Feb-2001,Victoria,Manufacturing,341.8
May-2001,Victoria,Manufacturing,342.2
Aug-2001,Victoria,Manufacturing,337.5
Nov-2001,Victoria,Manufacturing,335.2
Feb-2002,Victoria,Manufacturing,324.0
May-2002,Victoria,Manufacturing,323.0
Aug-2002,Victoria,Manufacturing,331.0
Nov-2002,Victoria,Manufacturing,333.2
Feb-2003,Victoria,Manufacturing,334.4
May-2003,Victoria,Manufacturing,331.7
Aug-2003,Victoria,Manufacturing,320.3
Nov-2003,Victoria,Manufacturing,308.2
Feb-2004,Victoria,Manufacturing,314.1
May-2004,Victoria,Manufacturing,329.8
Aug-2004,Victoria,Manufacturing,333.9
Nov-2004,Victoria,Manufacturing,321.1
Feb-2005,Victoria,Manufacturing,325.6
May-2005,Victoria,Manufacturing,318.6
Aug-2005,Victoria,Manufacturing,312.1
Nov-2005,Victoria,Manufacturing,323.2
Feb-2006,Victoria,Manufacturing,329.0
May-2006,Victoria,Manufacturing,314.3
Aug-2006,Victoria,Manufacturing,305.3
Nov-2006,Victoria,Manufacturing,305.2
Feb-2007,Victoria,Manufacturing,321.0
May-2007,Victoria,Manufacturing,335.2
Aug-2007,Victoria,Manufacturing,319.8
Nov-2007,Victoria,Manufacturing,319.1
Feb-2008,Victoria,Manufacturing,326.6
May-2008,Victoria,Manufacturing,337.2
Aug-2008,Victoria,Manufacturing,316.8
Nov-2008,Victoria,Manufacturing,306.0
Feb-2009,Victoria,Manufacturing,315.3
May-2009,Victoria,Manufacturing,297.8
Aug-2009,Victoria,Manufacturing,304.3
Nov-2009,Victoria,Manufacturing,293.3
Feb-2010,Victoria,Manufacturing,309.7
May-2010,Victoria,Manufacturing,289.4
Aug-2010,Victoria,Manufacturing,299.5
Nov-2010,Victoria,Manufacturing,304.7
Feb-2011,Victoria,Manufacturing,301.8
May-2011,Victoria,Manufacturing,300.6
Aug-2011,Victoria,Manufacturing,287.6
Nov-2011,Victoria,Manufacturing,290.5
Feb-2012,Victoria,Manufacturing,304.8
May-2012,Victoria,Manufacturing,307.9
Aug-2012,Victoria,Manufacturing,304.3
Nov-2012,Victoria,Manufacturing,279.8
Feb-2013,Victoria,Manufacturing,289.8
May-2013,Victoria,Manufacturing,287.0
Aug-2013,Victoria,Manufacturing,283.3
Nov-2013,Victoria,Manufacturing,270.9
Feb-2014,Victoria,Manufacturing,280.6
May-2014,Victoria,Manufacturing,275.5
Aug-2014,Victoria,Manufacturing,289.3
Nov-2014,Victoria,Manufacturing,288.1
Feb-2015,Victoria,Manufacturing,283.6
May-2015,Victoria,Manufacturing,290.0
Aug-2015,Victoria,Manufacturing,262.2
Nov-2015,Victoria,Manufacturing,265.1
Feb-2016,Victoria,Manufacturing,273.4
May-2016,Victoria,Manufacturing,278.3
Aug-2016,Victoria,Manufacturing,276.9
Nov-2016,Victoria,Manufacturing,308.7
Feb-2017,Victoria,Manufacturing,282.4
May-2017,Victoria,Manufacturing,281.0
Aug-2017,Victoria,Manufacturing,279.7
Nov-2017,Victoria,Manufacturing,284.4
Feb-2018,Victoria,Manufacturing,285.5
May-2018,Victoria,Manufacturing,283.1
Aug-2018,Victoria,Manufacturing,286.2
Nov-2018,Victoria,Manufacturing,277.4
Feb-2019,Victoria,Manufacturing,269.7
May-2019,Victoria,Manufacturing,270.3
Aug-2019,Victoria,Manufacturing,272.1
Nov-2019,Victoria,Manufacturing,298.2
Feb-2020,Victoria,Manufacturing,291.7
May-2020,Victoria,Manufacturing,290.4
Aug-2020,Victoria,Manufacturing,262.7
Nov-2020,Victoria,Manufacturing,260.4
Feb-2021,Victoria,Manufacturing,265.6
May-2021,Victoria,Manufacturing,269.6
Aug-2021,Victoria,Manufacturing,286.8
Nov-2021,Victoria,Manufacturing,260.6
Feb-2022,Victoria,Manufacturing,259.3
May-2022,Victoria,Manufacturing,244.4
Aug-2022,Victoria,Manufacturing,255.7
Nov-2022,Victoria,Manufacturing,260.0
Feb-2023,Victoria,Manufacturing,256.4
May-2023,Victoria,Manufacturing,283.0
Aug-2023,Victoria,Manufacturing,296.8
Nov-2023,Victoria,Manufacturing,262.1
Feb-2024,Victoria,Manufacturing,264.5
May-2024,Victoria,Manufacturing,285.5
Aug-2024,Victoria,Manufacturing,290.2
Nov-2024,Victoria,Manufacturing,287.0
Feb-2025,Victoria,Manufacturing,273.1
May-2025,Victoria,Manufacturing,249.8
Aug-2025,Victoria,Manufacturing,246.8
Nov-2025,Victoria,Manufacturing,268.3
Feb-2026,Victoria,Manufacturing,267.8
Nov-1984,Victoria,Construction,108.0
Feb-1985,Victoria,Construction,128.6
May-1985,Victoria,Construction,123.7
Aug-1985,Victoria,Construction,111.2
Nov-1985,Victoria,Construction,111.3
Feb-1986,Victoria,Construction,115.1
May-1986,Victoria,Construction,117.5
Aug-1986,Victoria,Construction,127.5
Nov-1986,Victoria,Construction,130.0
Feb-1987,Victoria,Construction,129.0
May-1987,Victoria,Construction,130.2
Aug-1987,Victoria,Construction,129.1
Nov-1987,Victoria,Construction,127.6
Feb-1988,Victoria,Construction,123.6
May-1988,Victoria,Construction,133.4
Aug-1988,Victoria,Construction,133.3
Nov-1988,Victoria,Construction,145.2
Feb-1989,Victoria,Construction,149.4
May-1989,Victoria,Construction,164.1
Aug-1989,Victoria,Construction,158.8
Nov-1989,Victoria,Construction,162.2
Feb-1990,Victoria,Construction,162.1
May-1990,Victoria,Construction,146.5
Aug-1990,Victoria,Construction,150.5
Nov-1990,Victoria,Construction,143.4
Feb-1991,Victoria,Construction,137.0
May-1991,Victoria,Construction,124.9
Aug-1991,Victoria,Construction,119.0
Nov-1991,Victoria,Construction,113.4
Feb-1992,Victoria,Construction,118.4
May-1992,Victoria,Construction,121.1
Aug-1992,Victoria,Construction,117.8
Nov-1992,Victoria,Construction,120.0
Feb-1993,Victoria,Construction,121.5
May-1993,Victoria,Construction,116.3
Aug-1993,Victoria,Construction,111.2
Nov-1993,Victoria,Construction,117.2
Feb-1994,Victoria,Construction,119.7
May-1994,Victoria,Construction,115.8
Aug-1994,Victoria,Construction,117.9
Nov-1994,Victoria,Construction,127.2
Feb-1995,Victoria,Construction,132.2
May-1995,Victoria,Construction,132.1
Aug-1995,Victoria,Construction,127.0
Nov-1995,Victoria,Construction,127.5
Feb-1996,Victoria,Construction,131.4
May-1996,Victoria,Construction,137.2
Aug-1996,Victoria,Construction,133.9
Nov-1996,Victoria,Construction,133.0
Feb-1997,Victoria,Construction,121.1
May-1997,Victoria,Construction,118.7
Aug-1997,Victoria,Construction,125.7
Nov-1997,Victoria,Construction,130.9
Feb-1998,Victoria,Construction,136.7
May-1998,Victoria,Construction,139.8
Aug-1998,Victoria,Construction,142.3
Nov-1998,Victoria,Construction,146.1
Feb-1999,Victoria,Construction,137.3
May-1999,Victoria,Construction,143.2
Aug-1999,Victoria,Construction,148.5
Nov-1999,Victoria,Construction,152.3
Feb-2000,Victoria,Construction,152.4
May-2000,Victoria,Construction,152.9
Aug-2000,Victoria,Construction,155.1
Nov-2000,Victoria,Construction,161.4
Feb-2001,Victoria,Construction,154.5
May-2001,Victoria,Construction,149.3
Aug-2001,Victoria,Construction,152.1
Nov-2001,Victoria,Construction,174.9
Feb-2002,Victoria,Construction,179.4
May-2002,Victoria,Construction,186.8
Aug-2002,Victoria,Construction,176.8
Nov-2002,Victoria,Construction,171.0
Feb-2003,Victoria,Construction,180.1
May-2003,Victoria,Construction,176.5
Aug-2003,Victoria,Construction,179.7
Nov-2003,Victoria,Construction,179.4
Feb-2004,Victoria,Construction,184.5
May-2004,Victoria,Construction,186.6
Aug-2004,Victoria,Construction,180.8
Nov-2004,Victoria,Construction,190.8
Feb-2005,Victoria,Construction,185.8
May-2005,Victoria,Construction,195.2
Aug-2005,Victoria,Construction,203.6
Nov-2005,Victoria,Construction,205.1
Feb-2006,Victoria,Construction,211.8
May-2006,Victoria,Construction,210.5
Aug-2006,Victoria,Construction,219.7
Nov-2006,Victoria,Construction,230.8
Feb-2007,Victoria,Construction,229.1
May-2007,Victoria,Construction,215.4
Aug-2007,Victoria,Construction,211.2
Nov-2007,Victoria,Construction,212.5
Feb-2008,Victoria,Construction,228.1
May-2008,Victoria,Construction,228.8
Aug-2008,Victoria,Construction,213.4
Nov-2008,Victoria,Construction,223.9
Feb-2009,Victoria,Construction,226.1
May-2009,Victoria,Construction,227.3
Aug-2009,Victoria,Construction,224.4
Nov-2009,Victoria,Construction,220.8
Feb-2010,Victoria,Construction,238.6
May-2010,Victoria,Construction,251.9
Aug-2010,Victoria,Construction,244.8
Nov-2010,Victoria,Construction,246.7
Feb-2011,Victoria,Construction,252.7
May-2011,Victoria,Construction,253.4
Aug-2011,Victoria,Construction,255.0
Nov-2011,Victoria,Construction,261.0
Feb-2012,Victoria,Construction,236.7
May-2012,Victoria,Construction,234.6
Aug-2012,Victoria,Construction,218.0
Nov-2012,Victoria,Construction,250.3
Feb-2013,Victoria,Construction,251.5
May-2013,Victoria,Construction,237.5
Aug-2013,Victoria,Construction,248.9
Nov-2013,Victoria,Construction,244.0
Feb-2014,Victoria,Construction,251.8
May-2014,Victoria,Construction,239.7
Aug-2014,Victoria,Construction,232.1
Nov-2014,Victoria,Construction,236.8
Feb-2015,Victoria,Construction,248.8
May-2015,Victoria,Construction,252.0
Aug-2015,Victoria,Construction,250.6
Nov-2015,Victoria,Construction,270.4
Feb-2016,Victoria,Construction,286.3
May-2016,Victoria,Construction,278.7
Aug-2016,Victoria,Construction,258.8
Nov-2016,Victoria,Construction,256.3
Feb-2017,Victoria,Construction,263.1
May-2017,Victoria,Construction,280.0
Aug-2017,Victoria,Construction,285.5
Nov-2017,Victoria,Construction,288.7
Feb-2018,Victoria,Construction,305.8
May-2018,Victoria,Construction,329.0
Aug-2018,Victoria,Construction,314.5
Nov-2018,Victoria,Construction,293.7
Feb-2019,Victoria,Construction,297.4
May-2019,Victoria,Construction,312.3
Aug-2019,Victoria,Construction,304.9
Nov-2019,Victoria,Construction,333.1
Feb-2020,Victoria,Construction,308.3
May-2020,Victoria,Construction,298.5
Aug-2020,Victoria,Construction,292.9
Nov-2020,Victoria,Construction,295.4
Feb-2021,Victoria,Construction,315.5
May-2021,Victoria,Construction,315.0
Aug-2021,Victoria,Construction,317.6
Nov-2021,Victoria,Construction,317.4
Feb-2022,Victoria,Construction,304.9
May-2022,Victoria,Construction,327.5
Aug-2022,Victoria,Construction,337.1
Nov-2022,Victoria,Construction,355.4
Feb-2023,Victoria,Construction,369.4
May-2023,Victoria,Construction,347.1
Aug-2023,Victoria,Construction,325.0
Nov-2023,Victoria,Construction,355.7
Feb-2024,Victoria,Construction,353.7
May-2024,Victoria,Construction,366.4
Aug-2024,Victoria,Construction,350.1
Nov-2024,Victoria,Construction,348.2
Feb-2025,Victoria,Construction,356.5
May-2025,Victoria,Construction,341.9
Aug-2025,Victoria,Construction,319.7
Nov-2025,Victoria,Construction,329.2
Feb-2026,Victoria,Construction,346.1
Nov-1984,Victoria,Accommodation and Food Services,78.3
Feb-1985,Victoria,Accommodation and Food Services,72.5
May-1985,Victoria,Accommodation and Food Services,75.7
Aug-1985,Victoria,Accommodation and Food Services,74.4
Nov-1985,Victoria,Accommodation and Food Services,75.9
Feb-1986,Victoria,Accommodation and Food Services,78.2
May-1986,Victoria,Accommodation and Food Services,76.3
Aug-1986,Victoria,Accommodation and Food Services,78.5
Nov-1986,Victoria,Accommodation and Food Services,85.1
Feb-1987,Victoria,Accommodation and Food Services,82.1
May-1987,Victoria,Accommodation and Food Services,85.2
Aug-1987,Victoria,Accommodation and Food Services,89.3
Nov-1987,Victoria,Accommodation and Food Services,90.9
Feb-1988,Victoria,Accommodation and Food Services,89.5
May-1988,Victoria,Accommodation and Food Services,91.0
Aug-1988,Victoria,Accommodation and Food Services,83.6
Nov-1988,Victoria,Accommodation and Food Services,82.5
Feb-1989,Victoria,Accommodation and Food Services,87.1
May-1989,Victoria,Accommodation and Food Services,97.2
Aug-1989,Victoria,Accommodation and Food Services,105.0
Nov-1989,Victoria,Accommodation and Food Services,100.1
Feb-1990,Victoria,Accommodation and Food Services,100.5
May-1990,Victoria,Accommodation and Food Services,106.6
Aug-1990,Victoria,Accommodation and Food Services,97.1
Nov-1990,Victoria,Accommodation and Food Services,92.3
Feb-1991,Victoria,Accommodation and Food Services,101.2
May-1991,Victoria,Accommodation and Food Services,107.0
Aug-1991,Victoria,Accommodation and Food Services,105.2
Nov-1991,Victoria,Accommodation and Food Services,105.2
Feb-1992,Victoria,Accommodation and Food Services,102.1
May-1992,Victoria,Accommodation and Food Services,101.8
Aug-1992,Victoria,Accommodation and Food Services,100.8
Nov-1992,Victoria,Accommodation and Food Services,96.5
Feb-1993,Victoria,Accommodation and Food Services,105.9
May-1993,Victoria,Accommodation and Food Services,98.1
Aug-1993,Victoria,Accommodation and Food Services,103.3
Nov-1993,Victoria,Accommodation and Food Services,105.7
Feb-1994,Victoria,Accommodation and Food Services,101.9
May-1994,Victoria,Accommodation and Food Services,102.8
Aug-1994,Victoria,Accommodation and Food Services,104.0
Nov-1994,Victoria,Accommodation and Food Services,110.9
Feb-1995,Victoria,Accommodation and Food Services,119.5
May-1995,Victoria,Accommodation and Food Services,114.8
Aug-1995,Victoria,Accommodation and Food Services,120.5
Nov-1995,Victoria,Accommodation and Food Services,117.7
Feb-1996,Victoria,Accommodation and Food Services,112.9
May-1996,Victoria,Accommodation and Food Services,130.9
Aug-1996,Victoria,Accommodation and Food Services,117.6
Nov-1996,Victoria,Accommodation and Food Services,120.0
Feb-1997,Victoria,Accommodation and Food Services,114.6
May-1997,Victoria,Accommodation and Food Services,121.0
Aug-1997,Victoria,Accommodation and Food Services,123.5
Nov-1997,Victoria,Accommodation and Food Services,124.6
Feb-1998,Victoria,Accommodation and Food Services,117.4
May-1998,Victoria,Accommodation and Food Services,123.2
Aug-1998,Victoria,Accommodation and Food Services,126.5
Nov-1998,Victoria,Accommodation and Food Services,134.2
Feb-1999,Victoria,Accommodation and Food Services,129.0
May-1999,Victoria,Accommodation and Food Services,132.4
Aug-1999,Victoria,Accommodation and Food Services,129.6
Nov-1999,Victoria,Accommodation and Food Services,131.8
Feb-2000,Victoria,Accommodation and Food Services,127.0
May-2000,Victoria,Accommodation and Food Services,139.0
Aug-2000,Victoria,Accommodation and Food Services,134.4
Nov-2000,Victoria,Accommodation and Food Services,149.0
Feb-2001,Victoria,Accommodation and Food Services,144.3
May-2001,Victoria,Accommodation and Food Services,135.3
Aug-2001,Victoria,Accommodation and Food Services,129.4
Nov-2001,Victoria,Accommodation and Food Services,130.6
Feb-2002,Victoria,Accommodation and Food Services,132.3
May-2002,Victoria,Accommodation and Food Services,133.6
Aug-2002,Victoria,Accommodation and Food Services,130.0
Nov-2002,Victoria,Accommodation and Food Services,148.5
Feb-2003,Victoria,Accommodation and Food Services,146.5
May-2003,Victoria,Accommodation and Food Services,154.9
Aug-2003,Victoria,Accommodation and Food Services,148.4
Nov-2003,Victoria,Accommodation and Food Services,148.0
Feb-2004,Victoria,Accommodation and Food Services,151.5
May-2004,Victoria,Accommodation and Food Services,152.6
Aug-2004,Victoria,Accommodation and Food Services,157.8
Nov-2004,Victoria,Accommodation and Food Services,155.8
Feb-2005,Victoria,Accommodation and Food Services,164.9
May-2005,Victoria,Accommodation and Food Services,164.8
Aug-2005,Victoria,Accommodation and Food Services,151.4
Nov-2005,Victoria,Accommodation and Food Services,151.8
Feb-2006,Victoria,Accommodation and Food Services,138.0
May-2006,Victoria,Accommodation and Food Services,137.1
Aug-2006,Victoria,Accommodation and Food Services,144.6
Nov-2006,Victoria,Accommodation and Food Services,156.8
Feb-2007,Victoria,Accommodation and Food Services,164.9
May-2007,Victoria,Accommodation and Food Services,167.1
Aug-2007,Victoria,Accommodation and Food Services,165.5
Nov-2007,Victoria,Accommodation and Food Services,161.1
Feb-2008,Victoria,Accommodation and Food Services,153.5
May-2008,Victoria,Accommodation and Food Services,154.0
Aug-2008,Victoria,Accommodation and Food Services,157.4
Nov-2008,Victoria,Accommodation and Food Services,161.1
Feb-2009,Victoria,Accommodation and Food Services,171.9
May-2009,Victoria,Accommodation and Food Services,181.2
Aug-2009,Victoria,Accommodation and Food Services,176.9
Nov-2009,Victoria,Accommodation and Food Services,175.8
Feb-2010,Victoria,Accommodation and Food Services,179.8
May-2010,Victoria,Accommodation and Food Services,200.6
Aug-2010,Victoria,Accommodation and Food Services,178.3
Nov-2010,Victoria,Accommodation and Food Services,177.9
Feb-2011,Victoria,Accommodation and Food Services,179.9
May-2011,Victoria,Accommodation and Food Services,177.3
Aug-2011,Victoria,Accommodation and Food Services,173.4
Nov-2011,Victoria,Accommodation and Food Services,169.7
Feb-2012,Victoria,Accommodation and Food Services,175.6
May-2012,Victoria,Accommodation and Food Services,192.6
Aug-2012,Victoria,Accommodation and Food Services,185.2
Nov-2012,Victoria,Accommodation and Food Services,173.6
Feb-2013,Victoria,Accommodation and Food Services,191.6
May-2013,Victoria,Accommodation and Food Services,191.5
Aug-2013,Victoria,Accommodation and Food Services,192.2
Nov-2013,Victoria,Accommodation and Food Services,184.2
Feb-2014,Victoria,Accommodation and Food Services,165.3
May-2014,Victoria,Accommodation and Food Services,189.5
Aug-2014,Victoria,Accommodation and Food Services,188.9
Nov-2014,Victoria,Accommodation and Food Services,199.3
Feb-2015,Victoria,Accommodation and Food Services,210.1
May-2015,Victoria,Accommodation and Food Services,209.2
Aug-2015,Victoria,Accommodation and Food Services,197.1
Nov-2015,Victoria,Accommodation and Food Services,198.8
Feb-2016,Victoria,Accommodation and Food Services,204.9
May-2016,Victoria,Accommodation and Food Services,217.0
Aug-2016,Victoria,Accommodation and Food Services,215.0
Nov-2016,Victoria,Accommodation and Food Services,225.3
Feb-2017,Victoria,Accommodation and Food Services,221.1
May-2017,Victoria,Accommodation and Food Services,219.3
Aug-2017,Victoria,Accommodation and Food Services,222.0
Nov-2017,Victoria,Accommodation and Food Services,234.1
Feb-2018,Victoria,Accommodation and Food Services,228.9
May-2018,Victoria,Accommodation and Food Services,242.5
Aug-2018,Victoria,Accommodation and Food Services,216.3
Nov-2018,Victoria,Accommodation and Food Services,213.4
Feb-2019,Victoria,Accommodation and Food Services,207.1
May-2019,Victoria,Accommodation and Food Services,199.2
Aug-2019,Victoria,Accommodation and Food Services,209.2
Nov-2019,Victoria,Accommodation and Food Services,206.8
Feb-2020,Victoria,Accommodation and Food Services,219.2
May-2020,Victoria,Accommodation and Food Services,149.6
Aug-2020,Victoria,Accommodation and Food Services,148.8
Nov-2020,Victoria,Accommodation and Food Services,174.3
Feb-2021,Victoria,Accommodation and Food Services,191.0
May-2021,Victoria,Accommodation and Food Services,215.8
Aug-2021,Victoria,Accommodation and Food Services,212.6
Nov-2021,Victoria,Accommodation and Food Services,200.6
Feb-2022,Victoria,Accommodation and Food Services,205.5
May-2022,Victoria,Accommodation and Food Services,222.2
Aug-2022,Victoria,Accommodation and Food Services,219.3
Nov-2022,Victoria,Accommodation and Food Services,224.0
Feb-2023,Victoria,Accommodation and Food Services,230.0
May-2023,Victoria,Accommodation and Food Services,232.1
Aug-2023,Victoria,Accommodation and Food Services,218.7
Nov-2023,Victoria,Accommodation and Food Services,215.1
Feb-2024,Victoria,Accommodation and Food Services,225.2
May-2024,Victoria,Accommodation and Food Services,224.9
Aug-2024,Victoria,Accommodation and Food Services,215.4
Nov-2024,Victoria,Accommodation and Food Services,233.9
Feb-2025,Victoria,Accommodation and Food Services,227.7
May-2025,Victoria,Accommodation and Food Services,245.0
Aug-2025,Victoria,Accommodation and Food Services,257.8
Nov-2025,Victoria,Accommodation and Food Services,252.1
Feb-2026,Victoria,Accommodation and Food Services,237.0
Nov-1984,Victoria,"Professional, Scientific and Technical Services",67.5
Feb-1985,Victoria,"Professional, Scientific and Technical Services",67.8
May-1985,Victoria,"Professional, Scientific and Technical Services",79.3
Aug-1985,Victoria,"Professional, Scientific and Technical Services",75.2
Nov-1985,Victoria,"Professional, Scientific and Technical Services",74.7
Feb-1986,Victoria,"Professional, Scientific and Technical Services",82.2
May-1986,Victoria,"Professional, Scientific and Technical Services",84.1
Aug-1986,Victoria,"Professional, Scientific and Technical Services",82.6
Nov-1986,Victoria,"Professional, Scientific and Technical Services",85.8
Feb-1987,Victoria,"Professional, Scientific and Technical Services",89.3
May-1987,Victoria,"Professional, Scientific and Technical Services",84.2
Aug-1987,Victoria,"Professional, Scientific and Technical Services",83.9
Nov-1987,Victoria,"Professional, Scientific and Technical Services",81.9
Feb-1988,Victoria,"Professional, Scientific and Technical Services",84.4
May-1988,Victoria,"Professional, Scientific and Technical Services",87.8
Aug-1988,Victoria,"Professional, Scientific and Technical Services",86.9
Nov-1988,Victoria,"Professional, Scientific and Technical Services",89.4
Feb-1989,Victoria,"Professional, Scientific and Technical Services",90.7
May-1989,Victoria,"Professional, Scientific and Technical Services",89.0
Aug-1989,Victoria,"Professional, Scientific and Technical Services",89.9
Nov-1989,Victoria,"Professional, Scientific and Technical Services",94.5
Feb-1990,Victoria,"Professional, Scientific and Technical Services",99.9
May-1990,Victoria,"Professional, Scientific and Technical Services",98.8
Aug-1990,Victoria,"Professional, Scientific and Technical Services",98.5
Nov-1990,Victoria,"Professional, Scientific and Technical Services",103.4
Feb-1991,Victoria,"Professional, Scientific and Technical Services",91.5
May-1991,Victoria,"Professional, Scientific and Technical Services",92.6
Aug-1991,Victoria,"Professional, Scientific and Technical Services",99.0
Nov-1991,Victoria,"Professional, Scientific and Technical Services",99.4
Feb-1992,Victoria,"Professional, Scientific and Technical Services",106.0
May-1992,Victoria,"Professional, Scientific and Technical Services",99.8
Aug-1992,Victoria,"Professional, Scientific and Technical Services",107.0
Nov-1992,Victoria,"Professional, Scientific and Technical Services",103.1
Feb-1993,Victoria,"Professional, Scientific and Technical Services",91.2
May-1993,Victoria,"Professional, Scientific and Technical Services",95.1
Aug-1993,Victoria,"Professional, Scientific and Technical Services",96.0
Nov-1993,Victoria,"Professional, Scientific and Technical Services",93.3
Feb-1994,Victoria,"Professional, Scientific and Technical Services",104.4
May-1994,Victoria,"Professional, Scientific and Technical Services",104.5
Aug-1994,Victoria,"Professional, Scientific and Technical Services",122.7
Nov-1994,Victoria,"Professional, Scientific and Technical Services",119.6
Feb-1995,Victoria,"Professional, Scientific and Technical Services",123.9
May-1995,Victoria,"Professional, Scientific and Technical Services",139.0
Aug-1995,Victoria,"Professional, Scientific and Technical Services",137.6
Nov-1995,Victoria,"Professional, Scientific and Technical Services",145.2
Feb-1996,Victoria,"Professional, Scientific and Technical Services",139.8
May-1996,Victoria,"Professional, Scientific and Technical Services",139.6
Aug-1996,Victoria,"Professional, Scientific and Technical Services",140.7
Nov-1996,Victoria,"Professional, Scientific and Technical Services",137.0
Feb-1997,Victoria,"Professional, Scientific and Technical Services",135.0
May-1997,Victoria,"Professional, Scientific and Technical Services",148.4
Aug-1997,Victoria,"Professional, Scientific and Technical Services",157.8
Nov-1997,Victoria,"Professional, Scientific and Technical Services",155.9
Feb-1998,Victoria,"Professional, Scientific and Technical Services",158.8
May-1998,Victoria,"Professional, Scientific and Technical Services",155.1
Aug-1998,Victoria,"Professional, Scientific and Technical Services",160.7
Nov-1998,Victoria,"Professional, Scientific and Technical Services",158.1
Feb-1999,Victoria,"Professional, Scientific and Technical Services",146.7
May-1999,Victoria,"Professional, Scientific and Technical Services",151.0
Aug-1999,Victoria,"Professional, Scientific and Technical Services",166.3
Nov-1999,Victoria,"Professional, Scientific and Technical Services",158.5
Feb-2000,Victoria,"Professional, Scientific and Technical Services",153.8
May-2000,Victoria,"Professional, Scientific and Technical Services",153.7
Aug-2000,Victoria,"Professional, Scientific and Technical Services",155.1
Nov-2000,Victoria,"Professional, Scientific and Technical Services",158.6
Feb-2001,Victoria,"Professional, Scientific and Technical Services",167.7
May-2001,Victoria,"Professional, Scientific and Technical Services",162.4
Aug-2001,Victoria,"Professional, Scientific and Technical Services",156.3
Nov-2001,Victoria,"Professional, Scientific and Technical Services",146.1
Feb-2002,Victoria,"Professional, Scientific and Technical Services",162.2
May-2002,Victoria,"Professional, Scientific and Technical Services",159.7
Aug-2002,Victoria,"Professional, Scientific and Technical Services",153.3
Nov-2002,Victoria,"Professional, Scientific and Technical Services",152.7
Feb-2003,Victoria,"Professional, Scientific and Technical Services",168.5
May-2003,Victoria,"Professional, Scientific and Technical Services",161.2
Aug-2003,Victoria,"Professional, Scientific and Technical Services",167.3
Nov-2003,Victoria,"Professional, Scientific and Technical Services",165.5
Feb-2004,Victoria,"Professional, Scientific and Technical Services",164.1
May-2004,Victoria,"Professional, Scientific and Technical Services",163.3
Aug-2004,Victoria,"Professional, Scientific and Technical Services",160.6
Nov-2004,Victoria,"Professional, Scientific and Technical Services",167.7
Feb-2005,Victoria,"Professional, Scientific and Technical Services",167.2
May-2005,Victoria,"Professional, Scientific and Technical Services",170.5
Aug-2005,Victoria,"Professional, Scientific and Technical Services",185.6
Nov-2005,Victoria,"Professional, Scientific and Technical Services",193.1
Feb-2006,Victoria,"Professional, Scientific and Technical Services",189.0
May-2006,Victoria,"Professional, Scientific and Technical Services",192.0
Aug-2006,Victoria,"Professional, Scientific and Technical Services",196.5
Nov-2006,Victoria,"Professional, Scientific and Technical Services",186.3
Feb-2007,Victoria,"Professional, Scientific and Technical Services",189.9
May-2007,Victoria,"Professional, Scientific and Technical Services",195.6
Aug-2007,Victoria,"Professional, Scientific and Technical Services",212.1
Nov-2007,Victoria,"Professional, Scientific and Technical Services",212.9
Feb-2008,Victoria,"Professional, Scientific and Technical Services",215.0
May-2008,Victoria,"Professional, Scientific and Technical Services",205.5
Aug-2008,Victoria,"Professional, Scientific and Technical Services",193.7
Nov-2008,Victoria,"Professional, Scientific and Technical Services",215.3
Feb-2009,Victoria,"Professional, Scientific and Technical Services",204.5
May-2009,Victoria,"Professional, Scientific and Technical Services",193.3
Aug-2009,Victoria,"Professional, Scientific and Technical Services",207.4
Nov-2009,Victoria,"Professional, Scientific and Technical Services",222.9
Feb-2010,Victoria,"Professional, Scientific and Technical Services",220.3
May-2010,Victoria,"Professional, Scientific and Technical Services",216.9
Aug-2010,Victoria,"Professional, Scientific and Technical Services",219.0
Nov-2010,Victoria,"Professional, Scientific and Technical Services",218.1
Feb-2011,Victoria,"Professional, Scientific and Technical Services",234.0
May-2011,Victoria,"Professional, Scientific and Technical Services",222.5
Aug-2011,Victoria,"Professional, Scientific and Technical Services",236.9
Nov-2011,Victoria,"Professional, Scientific and Technical Services",221.1
Feb-2012,Victoria,"Professional, Scientific and Technical Services",241.9
May-2012,Victoria,"Professional, Scientific and Technical Services",246.4
Aug-2012,Victoria,"Professional, Scientific and Technical Services",245.6
Nov-2012,Victoria,"Professional, Scientific and Technical Services",248.0
Feb-2013,Victoria,"Professional, Scientific and Technical Services",253.8
May-2013,Victoria,"Professional, Scientific and Technical Services",244.8
Aug-2013,Victoria,"Professional, Scientific and Technical Services",272.4
Nov-2013,Victoria,"Professional, Scientific and Technical Services",250.0
Feb-2014,Victoria,"Professional, Scientific and Technical Services",245.2
May-2014,Victoria,"Professional, Scientific and Technical Services",250.4
Aug-2014,Victoria,"Professional, Scientific and Technical Services",246.5
Nov-2014,Victoria,"Professional, Scientific and Technical Services",240.1
Feb-2015,Victoria,"Professional, Scientific and Technical Services",277.2
May-2015,Victoria,"Professional, Scientific and Technical Services",279.5
Aug-2015,Victoria,"Professional, Scientific and Technical Services",254.4
Nov-2015,Victoria,"Professional, Scientific and Technical Services",260.8
Feb-2016,Victoria,"Professional, Scientific and Technical Services",263.2
May-2016,Victoria,"Professional, Scientific and Technical Services",273.4
